Resource,Nesting,Resource Content Name,Flags,Cardinality,Datatype,Description
Account,Resource.DomainResource.Account, coverage ,Σ,0..*,BackboneElement,"The party(s) that are responsible for covering the payment of this account, and what order should they be applied to the account"
Account,Resource.DomainResource.Account, coverage ,Σ,1..1,Reference(Coverage),The party(s) that are responsible for covering the payment of this account
Account,Resource.DomainResource.Account.coverage, priority ,Σ,0..1,positiveInt,The priority of the coverage in the context of this account
Account,Resource.DomainResource.Account, owner ,Σ,0..1,Reference(Organization),Who is responsible?
Account,Resource.DomainResource.Account, description ,Σ,0..1,string,Explanation of purpose/use
Account,Resource.DomainResource.Account, guarantor ,,0..*,BackboneElement,Responsible for the account
Account,Resource.DomainResource.Account.guarantor, party ,,1..1,Reference(Patient | RelatedPerson | Organization),Responsible entity
Account,Resource.DomainResource.Account.guarantor, onHold ,,0..1,boolean,Credit or other hold applied
Account,Resource.DomainResource.Account.guarantor, period ,,0..1,Period,Guarrantee account during
ActivityDefinition,Resource.DomainResource.ActivityDefinition, ActivityDefinition ,,,DomainResource,"The definition of a specific activity to be taken, independent of any particular patient or contextElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
ActivityDefinition,Resource.DomainResource.ActivityDefinition, url ,Σ,0..1,uri,Logical URI to reference this activity definition (globally unique)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, identifier ,Σ,0..*,Identifier,Additional identifier for the activity definition
ActivityDefinition,Resource.DomainResource.ActivityDefinition, version ,Σ,0..1,string,Business version of the activity definition
ActivityDefinition,Resource.DomainResource.ActivityDefinition, name ,Σ,0..1,string,Name for this activity definition (computer friendly)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, title ,Σ,0..1,string,Name for this activity definition (human friendly)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, status ,?!Σ,1..1,code,draft | active | retired | unknownPublicationStatus (Required)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, experimental ,?!Σ,0..1,boolean,"For testing purposes, not real usage"
ActivityDefinition,Resource.DomainResource.ActivityDefinition, date ,Σ,0..1,dateTime,Date this was last changed
ActivityDefinition,Resource.DomainResource.ActivityDefinition, publisher ,Σ,0..1,string,Name of the publisher (organization or individual)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, description ,Σ,0..1,markdown,Natural language description of the activity definition
ActivityDefinition,Resource.DomainResource.ActivityDefinition, purpose ,,0..1,markdown,Why this activity definition is defined
ActivityDefinition,Resource.DomainResource.ActivityDefinition, usage ,,0..1,string,Describes the clinical usage of the asset
ActivityDefinition,Resource.DomainResource.ActivityDefinition, approvalDate ,,0..1,date,When the activity definition was approved by publisher
ActivityDefinition,Resource.DomainResource.ActivityDefinition, lastReviewDate ,,0..1,date,When the activity definition was last reviewed
ActivityDefinition,Resource.DomainResource.ActivityDefinition, effectivePeriod ,Σ,0..1,Period,When the activity definition is expected to be used
ActivityDefinition,Resource.DomainResource.ActivityDefinition, useContext ,Σ,0..*,UsageContext,Context the content is intended to support
ActivityDefinition,Resource.DomainResource.ActivityDefinition, jurisdiction ,Σ,0..*,CodeableConcept,Intended jurisdiction for activity definition (if applicable)Jurisdiction ValueSet (Extensible)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, topic ,,0..*,CodeableConcept,"E.g. Education, Treatment, Assessment, etcDefinitionTopic (Example)"
ActivityDefinition,Resource.DomainResource.ActivityDefinition, contributor ,,0..*,Contributor,A content contributor
ActivityDefinition,Resource.DomainResource.ActivityDefinition, contact ,Σ,0..*,ContactDetail,Contact details for the publisher
ActivityDefinition,Resource.DomainResource.ActivityDefinition, copyright ,,0..1,markdown,Use and/or publishing restrictions
ActivityDefinition,Resource.DomainResource.ActivityDefinition, relatedArtifact ,,0..*,RelatedArtifact,"Additional documentation, citations, etc"
ActivityDefinition,Resource.DomainResource.ActivityDefinition, library ,,0..*,Reference(Library),Logic used by the asset
ActivityDefinition,Resource.DomainResource.ActivityDefinition, kind ,,0..1,code,Kind of resourceResourceType (Required)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, code ,,0..1,CodeableConcept,Detail type of activityProcedure Codes (SNOMED CT) (Example)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, timing[x] ,,0..1,,When activity is to occur
ActivityDefinition,ActivityDefinition.timing[x], timingTiming,,,Timing,
ActivityDefinition,ActivityDefinition.timing[x], timingDateTime,,,dateTime,
ActivityDefinition,ActivityDefinition.timing[x], timingPeriod,,,Period,
ActivityDefinition,ActivityDefinition.timing[x], timingRange,,,Range,
ActivityDefinition,Resource.DomainResource.ActivityDefinition, location ,,0..1,Reference(Location),Where it should happen
ActivityDefinition,Resource.DomainResource.ActivityDefinition, participant ,,0..*,BackboneElement,Who should participate in the action
ActivityDefinition,Resource.DomainResource.ActivityDefinition.participant, type ,,1..1,code,patient | practitioner | related-personActionParticipantType (Required)
ActivityDefinition,Resource.DomainResource.ActivityDefinition.participant, role ,,0..1,CodeableConcept,"E.g. Nurse, Surgeon, Parent, etcActionParticipantRole (Example)"
ActivityDefinition,Resource.DomainResource.ActivityDefinition, product[x] ,,0..1,,What's administered/suppliedSNOMED CT Medication Codes (Example)
ActivityDefinition,ActivityDefinition.product[x], productReference,,,Reference(Medication | Substance),
ActivityDefinition,ActivityDefinition.product[x], productCodeableConcept,,,CodeableConcept,
ActivityDefinition,Resource.DomainResource.ActivityDefinition, quantity ,,0..1,SimpleQuantity,How much is administered/consumed/supplied
ActivityDefinition,Resource.DomainResource.ActivityDefinition, dosage ,,0..*,Dosage,Detailed dosage instructions
ActivityDefinition,Resource.DomainResource.ActivityDefinition, bodySite ,,0..*,CodeableConcept,What part of body to perform onSNOMED CT Body Structures (Example)
ActivityDefinition,Resource.DomainResource.ActivityDefinition, transform ,,0..1,Reference(StructureMap),Transform to apply the template
ActivityDefinition,Resource.DomainResource.ActivityDefinition, dynamicValue ,,0..*,BackboneElement,Dynamic aspects of the definition
ActivityDefinition,Resource.DomainResource.ActivityDefinition.dynamicValue, description ,,0..1,string,Natural language description of the dynamic value
ActivityDefinition,Resource.DomainResource.ActivityDefinition.dynamicValue, path ,,0..1,string,The path to the element to be set dynamically
ActivityDefinition,Resource.DomainResource.ActivityDefinition.dynamicValue, language ,,0..1,string,Language of the expression
ActivityDefinition,Resource.DomainResource.ActivityDefinition.dynamicValue, expression ,,0..1,string,An expression that provides the dynamic value for the customization
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, AllergyIntolerance ,I,,DomainResource,"Allergy or Intolerance (generally: Risk of adverse reaction to a substance)+ AllergyIntolerance.clinicalStatus SHALL be present if verificationStatus is not entered-in-error.+ AllergyIntolerance.clinicalStatus SHALL NOT be present if verification Status is entered-in-errorElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, identifier ,Σ,0..*,Identifier,External ids for this item
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, clinicalStatus ,?!ΣI,0..1,code,active | inactive | resolvedAllergyIntoleranceClinicalStatus (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, verificationStatus ,?!ΣI,1..1,code,unconfirmed | confirmed | refuted | entered-in-errorAllergyIntoleranceVerificationStatus (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, type ,Σ,0..1,code,allergy | intolerance - Underlying mechanism (if known)AllergyIntoleranceType (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, category ,Σ,0..*,code,food | medication | environment | biologicAllergyIntoleranceCategory (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, criticality ,Σ,0..1,code,low | high | unable-to-assessAllergyIntoleranceCriticality (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, code ,Σ,0..1,CodeableConcept,"Code that identifies the allergy or intoleranceAllergyIntolerance Substance/Product, Condition and Negation Codes (Example)"
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, patient ,Σ,1..1,Reference(Patient),Who the sensitivity is for
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, onset[x] ,,0..1,,When allergy or intolerance was identified
AllergyIntolerance,AllergyIntolerance.onset[x], onsetDateTime,,,dateTime,
AllergyIntolerance,AllergyIntolerance.onset[x], onsetAge,,,Age,
AllergyIntolerance,AllergyIntolerance.onset[x], onsetPeriod,,,Period,
AllergyIntolerance,AllergyIntolerance.onset[x], onsetRange,,,Range,
AllergyIntolerance,AllergyIntolerance.onset[x], onsetString,,,string,
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, assertedDate ,,0..1,dateTime,Date record was believed accurate
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, recorder ,,0..1,Reference(Practitioner | Patient),Who recorded the sensitivity
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, asserter ,Σ,0..1,Reference(Patient | RelatedPerson | Practitioner),Source of the information about the allergy
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, lastOccurrence ,,0..1,dateTime,Date(/time) of last known occurrence of a reaction
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, note ,,0..*,Annotation,Additional text not captured in other fields
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, reaction ,,0..*,BackboneElement,Adverse Reaction Events linked to exposure to substance
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, substance ,,0..1,CodeableConcept,Specific substance or pharmaceutical product considered to be responsible for eventSubstance Code (Example)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, manifestation ,,1..*,CodeableConcept,Clinical symptoms/signs associated with the EventSNOMED CT Clinical Findings (Example)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, description ,,0..1,string,Description of the event as a whole
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, onset ,,0..1,dateTime,Date(/time) when manifestations showed
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, severity ,,0..1,code,mild | moderate | severe (of event as a whole)AllergyIntoleranceSeverity (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, exposureRoute ,,0..1,CodeableConcept,How the subject was exposed to the substanceSNOMED CT Route Codes (Example)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, note ,,0..*,Annotation,Text about event not captured in other fields
AdverseEvent,Resource.DomainResource.AdverseEvent, AdverseEvent ,Σ,,DomainResource,"Medical care, research study or other healthcare event causing physical injuryElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
AdverseEvent,Resource.DomainResource.AdverseEvent, identifier ,Σ,0..1,Identifier,Business identifier for the event
AdverseEvent,Resource.DomainResource.AdverseEvent, category ,Σ,0..1,code,"AE | PAE An adverse event is an event that caused harm to a patient,  an adverse reaction is a something that is a subject-specific event that is a result of an exposure to a medication, food, device or environmental substance, a potential adverse event is something that occurred and that could have caused harm to a patient but did notAdverseEventCategory (Required)"
AdverseEvent,Resource.DomainResource.AdverseEvent, type ,Σ,0..1,CodeableConcept,actual | potentialSNOMED CT Clinical Findings (Example)
AdverseEvent,Resource.DomainResource.AdverseEvent, subject ,Σ,0..1,Reference(Patient | ResearchSubject | Medication | Device),Subject or group impacted by event
AdverseEvent,Resource.DomainResource.AdverseEvent, date ,Σ,0..1,dateTime,When the event occurred
AdverseEvent,Resource.DomainResource.AdverseEvent, reaction ,Σ,0..*,Reference(Condition),Adverse Reaction Events linked to exposure to substance
AdverseEvent,Resource.DomainResource.AdverseEvent, location ,Σ,0..1,Reference(Location),Location where adverse event occurred
AdverseEvent,Resource.DomainResource.AdverseEvent, seriousness ,Σ,0..1,CodeableConcept,Mild | Moderate | SevereAdverseEventSeriousness (Example)
AdverseEvent,Resource.DomainResource.AdverseEvent, outcome ,Σ,0..1,CodeableConcept,resolved | recovering | ongoing | resolvedWithSequelae | fatal | unknownAdverseEventOutcome (Required)
AdverseEvent,Resource.DomainResource.AdverseEvent, recorder ,Σ,0..1,Reference(Patient | Practitioner | RelatedPerson),Who recorded the adverse event
AdverseEvent,Resource.DomainResource.AdverseEvent, eventParticipant ,Σ,0..1,Reference(Practitioner | Device),Who  was involved in the adverse event or the potential adverse event
AdverseEvent,Resource.DomainResource.AdverseEvent, description ,Σ,0..1,string,Description of the adverse event
AdverseEvent,Resource.DomainResource.AdverseEvent, suspectEntity ,Σ,0..*,BackboneElement,The suspected agent causing the adverse event
AdverseEvent,Resource.DomainResource.AdverseEvent.suspectEntity, instance ,Σ,1..1,Reference(Substance | Medication | MedicationAdministration | MedicationStatement | Device),Refers to the specific entity that caused the adverse event
AdverseEvent,Resource.DomainResource.AdverseEvent.suspectEntity, causality ,Σ,0..1,code,causality1 | causality2AdverseEventCausality (Required)
AdverseEvent,Resource.DomainResource.AdverseEvent.suspectEntity, causalityAssessment ,Σ,0..1,CodeableConcept,assess1 | assess2AdverseEventCausalityAssessment (Example)
AdverseEvent,Resource.DomainResource.AdverseEvent.suspectEntity, causalityProductRelatedness ,Σ,0..1,string,AdverseEvent.suspectEntity.causalityProductRelatedness
AdverseEvent,Resource.DomainResource.AdverseEvent.suspectEntity, causalityMethod ,Σ,0..1,CodeableConcept,method1 | method2AdverseEventCausalityMethod (Example)
AdverseEvent,Resource.DomainResource.AdverseEvent.suspectEntity, causalityAuthor ,Σ,0..1,Reference(Practitioner | PractitionerRole),AdverseEvent.suspectEntity.causalityAuthor
AdverseEvent,Resource.DomainResource.AdverseEvent.suspectEntity, causalityResult ,Σ,0..1,CodeableConcept,result1 | result2AdverseEventCausalityResult (Example)
AdverseEvent,Resource.DomainResource.AdverseEvent, subjectMedicalHistory ,Σ,0..*,Reference(Condition | Observation | AllergyIntolerance | FamilyMemberHistory | Immunization | Procedure),AdverseEvent.subjectMedicalHistory
AdverseEvent,Resource.DomainResource.AdverseEvent, referenceDocument ,Σ,0..*,Reference(DocumentReference),AdverseEvent.referenceDocument
AdverseEvent,Resource.DomainResource.AdverseEvent, study ,Σ,0..*,Reference(ResearchStudy),AdverseEvent.study
Appointment,Resource.DomainResource.Appointment, Appointment ,I,,DomainResource,"A booking of a healthcare event among patient(s), practitioner(s), related person(s) and/or device(s) for a specific date/time. This may result in one or more Encounter(s)+ Only proposed or cancelled appointments can be missing start/end dates+ Either start and end are specified, or neitherElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
Appointment,Resource.DomainResource.Appointment, identifier ,Σ,0..*,Identifier,External Ids for this item
Appointment,Resource.DomainResource.Appointment, status ,?!Σ,1..1,code,proposed | pending | booked | arrived | fulfilled | cancelled | noshow | entered-in-errorAppointmentStatus (Required)
Appointment,Resource.DomainResource.Appointment, serviceCategory ,Σ,0..1,CodeableConcept,A broad categorisation of the service that is to be performed during this appointmentServiceCategory (Example)
Appointment,Resource.DomainResource.Appointment, serviceType ,Σ,0..*,CodeableConcept,The specific service that is to be performed during this appointmentServiceType (Example)
Appointment,Resource.DomainResource.Appointment, specialty ,Σ,0..*,CodeableConcept,The specialty of a practitioner that would be required to perform the service requested in this appointmentPractice Setting Code Value Set (Preferred)
Appointment,Resource.DomainResource.Appointment, appointmentType ,Σ,0..1,CodeableConcept,The style of appointment or patient that has been booked in the slot (not service type)v2 Appointment reason codes (Preferred)
Appointment,Resource.DomainResource.Appointment, reason ,Σ,0..*,CodeableConcept,Reason this appointment is scheduledEncounter Reason Codes (Preferred)
Appointment,Resource.DomainResource.Appointment, indication ,,0..*,Reference(Condition | Procedure),Reason the appointment is to takes place (resource)
Appointment,Resource.DomainResource.Appointment, priority ,,0..1,unsignedInt,Used to make informed decisions if needing to re-prioritize
Appointment,Resource.DomainResource.Appointment, description ,,0..1,string,"Shown on a subject line in a meeting request, or appointment list"
Appointment,Resource.DomainResource.Appointment, supportingInformation ,,0..*,Reference(Any),Additional information to support the appointment
Appointment,Resource.DomainResource.Appointment, start ,Σ,0..1,instant,When appointment is to take place
Appointment,Resource.DomainResource.Appointment, end ,Σ,0..1,instant,When appointment is to conclude
Appointment,Resource.DomainResource.Appointment, minutesDuration ,,0..1,positiveInt,Can be less than start/end (e.g. estimate)
Appointment,Resource.DomainResource.Appointment, slot ,,0..*,Reference(Slot),The slots that this appointment is filling
Appointment,Resource.DomainResource.Appointment, created ,,0..1,dateTime,The date that this appointment was initially created
Appointment,Resource.DomainResource.Appointment, comment ,,0..1,string,Additional comments
Appointment,Resource.DomainResource.Appointment, incomingReferral ,,0..*,Reference(ReferralRequest),The ReferralRequest provided as information to allocate to the Encounter
Appointment,Resource.DomainResource.Appointment, participant ,I,1..*,BackboneElement,Participants involved in appointment+ Either the type or actor on the participant SHALL be specified
Appointment,Resource.DomainResource.Appointment.participant, type ,Σ,0..*,CodeableConcept,Role of participant in the appointmentParticipantType (Extensible)
Appointment,Resource.DomainResource.Appointment.participant, actor ,Σ,0..1,Reference(Patient | Practitioner | RelatedPerson | Device | HealthcareService | Location),"Person, Location/HealthcareService or Device"
Appointment,Resource.DomainResource.Appointment.participant, required ,Σ,0..1,code,required | optional | information-onlyParticipantRequired (Required)
Appointment,Resource.DomainResource.Appointment.participant, status ,,1..1,code,accepted | declined | tentative | needs-actionParticipationStatus (Required)
Appointment,Resource.DomainResource.Appointment, requestedPeriod ,,0..*,Period,Potential date/time interval(s) requested to allocate the appointment within
AppointmentResponse,Resource.DomainResource.AppointmentResponse, AppointmentResponse ,I,,DomainResource,"A reply to an appointment request for a patient and/or practitioner(s), such as a confirmation or rejection+ Either the participantType or actor must be specifiedElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
AppointmentResponse,Resource.DomainResource.AppointmentResponse, identifier ,Σ,0..*,Identifier,External Ids for this item
AppointmentResponse,Resource.DomainResource.AppointmentResponse, appointment ,Σ,1..1,Reference(Appointment),Appointment this response relates to
AppointmentResponse,Resource.DomainResource.AppointmentResponse, start ,,0..1,instant,"Time from appointment, or requested new start time"
AppointmentResponse,Resource.DomainResource.AppointmentResponse, end ,,0..1,instant,"Time from appointment, or requested new end time"
AppointmentResponse,Resource.DomainResource.AppointmentResponse, participantType ,Σ,0..*,CodeableConcept,Role of participant in the appointmentParticipantType (Extensible)
AppointmentResponse,Resource.DomainResource.AppointmentResponse, actor ,Σ,0..1,Reference(Patient | Practitioner | RelatedPerson | Device | HealthcareService | Location),"Person, Location/HealthcareService or Device"
AppointmentResponse,Resource.DomainResource.AppointmentResponse, participantStatus ,?!Σ,1..1,code,accepted | declined | tentative | in-process | completed | needs-action | entered-in-errorParticipationStatus (Required)
AppointmentResponse,Resource.DomainResource.AppointmentResponse, comment ,,0..1,string,Additional comments
AuditEvent,Resource.DomainResource.AuditEvent, AuditEvent ,,,DomainResource,"Event record kept for security purposesElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
AuditEvent,Resource.DomainResource.AuditEvent, type ,Σ,1..1,Coding,Type/identifier of eventAudit Event ID (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent, subtype ,Σ,0..*,Coding,More specific type/id for the eventAudit Event Sub-Type (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent, action ,Σ,0..1,code,Type of action performed during the eventAuditEventAction (Required)
AuditEvent,Resource.DomainResource.AuditEvent, recorded ,Σ,1..1,instant,Time when the event occurred on source
AuditEvent,Resource.DomainResource.AuditEvent, outcome ,Σ,0..1,code,Whether the event succeeded or failedAuditEventOutcome (Required)
AuditEvent,Resource.DomainResource.AuditEvent, outcomeDesc ,Σ,0..1,string,Description of the event outcome
AuditEvent,Resource.DomainResource.AuditEvent, purposeOfEvent ,Σ,0..*,CodeableConcept,The purposeOfUse of the eventPurposeOfUse (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent, agent ,,1..*,BackboneElement,Actor involved in the event
AuditEvent,Resource.DomainResource.AuditEvent.agent, role ,,0..*,CodeableConcept,Agent role in the eventSecurityRoleType (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.agent, reference ,Σ,0..1,Reference(Practitioner | Organization | Device | Patient | RelatedPerson),Direct reference to resource
AuditEvent,Resource.DomainResource.AuditEvent.agent, userId ,Σ,0..1,Identifier,Unique identifier for the user
AuditEvent,Resource.DomainResource.AuditEvent.agent, altId ,,0..1,string,Alternative User id e.g. authentication
AuditEvent,Resource.DomainResource.AuditEvent.agent, name ,,0..1,string,Human-meaningful name for the agent
AuditEvent,Resource.DomainResource.AuditEvent.agent, requestor ,,1..1,boolean,Whether user is initiator
AuditEvent,Resource.DomainResource.AuditEvent.agent, location ,,0..1,Reference(Location),Where
AuditEvent,Resource.DomainResource.AuditEvent.agent, policy ,,0..*,uri,Policy that authorized event
AuditEvent,Resource.DomainResource.AuditEvent.agent, media ,,0..1,Coding,Type of mediaMedia Type Code (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.agent, network ,,0..1,BackboneElement,Logical network location for application activity
AuditEvent,Resource.DomainResource.AuditEvent.agent.network, address ,,0..1,string,Identifier for the network access point of the user device
AuditEvent,Resource.DomainResource.AuditEvent.agent.network, type ,,0..1,code,The type of network access pointAuditEventAgentNetworkType (Required)
AuditEvent,Resource.DomainResource.AuditEvent.agent, purposeOfUse ,,0..*,CodeableConcept,Reason given for this userPurposeOfUse (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent, source ,,1..1,BackboneElement,Audit Event Reporter
AuditEvent,Resource.DomainResource.AuditEvent.source, site ,,0..1,string,Logical source location within the enterprise
AuditEvent,Resource.DomainResource.AuditEvent.source, identifier ,Σ,1..1,Identifier,The identity of source detecting the event
AuditEvent,Resource.DomainResource.AuditEvent.source, type ,,0..*,Coding,The type of source where event originatedAudit Event Source Type (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent, entity ,I,0..*,BackboneElement,Data or objects used+ Either a name or a query (NOT both)
AuditEvent,Resource.DomainResource.AuditEvent.entity, identifier ,Σ,0..1,Identifier,Specific instance of object
AuditEvent,Resource.DomainResource.AuditEvent.entity, reference ,Σ,0..1,Reference(Any),Specific instance of resource
AuditEvent,Resource.DomainResource.AuditEvent.entity, type ,,0..1,Coding,Type of entity involvedAuditEventEntityType (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.entity, role ,,0..1,Coding,What role the entity playedAuditEventEntityRole (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.entity, lifecycle ,,0..1,Coding,Life-cycle stage for the entityObjectLifecycleEvents (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.entity, securityLabel ,,0..*,Coding,Security labels on the entityAll Security Labels (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.entity, name ,ΣI,0..1,string,Descriptor for entity
AuditEvent,Resource.DomainResource.AuditEvent.entity, description ,,0..1,string,Descriptive text
AuditEvent,Resource.DomainResource.AuditEvent.entity, query ,ΣI,0..1,base64Binary,Query parameters
AuditEvent,Resource.DomainResource.AuditEvent.entity, detail ,,0..*,BackboneElement,Additional Information about the entity
AuditEvent,Resource.DomainResource.AuditEvent.entity.detail, type ,,1..1,string,Name of the property
AuditEvent,Resource.DomainResource.AuditEvent.entity.detail, value ,,1..1,base64Binary,Property value
Basic,Resource.DomainResource.Basic, Basic ,Σ,,DomainResource,"Resource for non-supported contentElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
Basic,Resource.DomainResource.Basic, identifier ,Σ,0..*,Identifier,Business identifier
Basic,Resource.DomainResource.Basic, code ,?!Σ,1..1,CodeableConcept,Kind of ResourceBasic Resource Types (Example)
Basic,Resource.DomainResource.Basic, subject ,Σ,0..1,Reference(Any),Identifies the focus of this resource
Basic,Resource.DomainResource.Basic, created ,Σ,0..1,date,When created
Basic,Resource.DomainResource.Basic, author ,Σ,0..1,Reference(Practitioner | Patient | RelatedPerson),Who created
Binary,Resource.DomainResource.Binary, Binary ,,,Resource,"Pure binary content defined by a format other than FHIRElements defined in Ancestors: id, meta, implicitRules, language"
Binary,Resource.DomainResource.Binary, contentType ,Σ,1..1,code,MimeType of the binary contentMimeType  (Required)
Binary,Resource.DomainResource.Binary, securityContext ,Σ,0..1,Reference(Any),Access Control Management
Binary,Resource.DomainResource.Binary, content ,,1..1,base64Binary,The actual content
BodySite,Resource.DomainResource.BodySite, BodySite ,,,DomainResource,"Specific and identified anatomical locationElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
BodySite,Resource.DomainResource.BodySite, identifier ,Σ,0..*,Identifier,Bodysite identifier
BodySite,Resource.DomainResource.BodySite, active ,?!Σ,0..1,boolean,Whether this body site record is in active use
BodySite,Resource.DomainResource.BodySite, code ,Σ,0..1,CodeableConcept,Named anatomical locationSNOMED CT Body Structures (Example)
BodySite,Resource.DomainResource.BodySite, qualifier ,,0..*,CodeableConcept,Modification to location codeBodysite Location Qualifier (Example)
BodySite,Resource.DomainResource.BodySite, description ,Σ,0..1,string,Anatomical location description
BodySite,Resource.DomainResource.BodySite, image ,,0..*,Attachment,Attached images
BodySite,Resource.DomainResource.BodySite, patient ,Σ,1..1,Reference(Patient),Who this is about
Bundle,Resource.DomainResource.Bundle, Bundle ,ΣI,,Resource,"Contains a collection of resources+ FullUrl must be unique in a bundle, or else entries with the same fullUrl must have different meta.versionId+ A document must have an identifier with a system and a value+ entry.request only for some types of bundles+ entry.response only for some types of bundles+ total only when a search or history+ entry.search only when a searchElements defined in Ancestors: id, meta, implicitRules, language"
Bundle,Resource.DomainResource.Bundle, identifier ,Σ,0..1,Identifier,Persistent identifier for the bundle
Bundle,Resource.DomainResource.Bundle, type ,Σ,1..1,code,document | message | transaction | transaction-response | batch | batch-response | history | searchset | collectionBundleType (Required)
Bundle,Resource.DomainResource.Bundle, total ,ΣI,0..1,unsignedInt,"If search, the total number of matches"
