Resource,Nesting,Resource Content Name,Flags,Cardinality,Datatype,Description
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest.resource.searchParam, documentation ,,0..1,markdown,Server-specific usage
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest.resource, operation ,Σ,0..*,BackboneElement,Definition of a resource operation
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest.resource.operation, name ,Σ,1..1,string,Name by which the operation/query is invoked
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest.resource.operation, definition ,Σ,1..1,canonical(OperationDefinition),The defined operation/query
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest.resource.operation, documentation ,,0..1,markdown,Specific details about operation behavior
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest, interaction ,,0..*,BackboneElement,What operations are supported?
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest.interaction, code ,,1..1,code,transaction | batch | search-system | history-systemSystemRestfulInteraction (Required)
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest.interaction, documentation ,,0..1,markdown,Anything special about operation behavior
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest, searchParam ,,0..*,see searchParam,Search parameters for searching all resources
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest, operation ,Σ,0..*,see operation,Definition of a system level operation
CapabilityStatement,Resource.DomainResource.CapabilityStatement.rest, compartment ,,0..*,canonical(CompartmentDefinition),Compartments served/used by system
CapabilityStatement,Resource.DomainResource.CapabilityStatement, messaging ,ΣITU,0..*,BackboneElement,If messaging is supported
CapabilityStatement,Resource.DomainResource.CapabilityStatement.messaging, endpoint ,,0..*,BackboneElement,Where messages should be sent
CapabilityStatement,Resource.DomainResource.CapabilityStatement.messaging.endpoint, protocol ,,1..1,Coding,http | ftp | mllp +MessageTransport (Extensible)
CapabilityStatement,Resource.DomainResource.CapabilityStatement.messaging.endpoint, address ,,1..1,url,Network address or identifier of the end-point
CapabilityStatement,Resource.DomainResource.CapabilityStatement.messaging, reliableCache ,,0..1,unsignedInt,Reliable Message Cache Length (min)
CapabilityStatement,Resource.DomainResource.CapabilityStatement.messaging, documentation ,,0..1,markdown,Messaging interface behavior details
CapabilityStatement,Resource.DomainResource.CapabilityStatement.messaging, supportedMessage ,Σ,0..*,BackboneElement,Messages supported by this system
CapabilityStatement,Resource.DomainResource.CapabilityStatement.messaging.supportedMessage, mode ,Σ,1..1,code,sender | receiverEventCapabilityMode (Required)
CapabilityStatement,Resource.DomainResource.CapabilityStatement.messaging.supportedMessage, definition ,Σ,1..1,canonical(MessageDefinition),Message supported by this system
CapabilityStatement,Resource.DomainResource.CapabilityStatement, document ,ΣITU,0..*,BackboneElement,Document definition
CapabilityStatement,Resource.DomainResource.CapabilityStatement.document, mode ,Σ,1..1,code,producer | consumerDocumentMode (Required)
CapabilityStatement,Resource.DomainResource.CapabilityStatement.document, documentation ,,0..1,markdown,Description of document support
CapabilityStatement,Resource.DomainResource.CapabilityStatement.document, profile ,Σ,1..1,canonical(StructureDefinition),Constraint on the resources used in the document
StructureDefinition,Resource.DomainResource.StructureDefinition, StructureDefinition ,IN,,DomainResource,"Structural Definition+ Warning: Name should be usable as an identifier for the module by machine processing applications such as code generation+ Rule: Element paths must be unique unless the structure is a constraint+ Rule: If the first element in a differential has no ""."" in the path and it's not a logical model, it has no type+ Rule: If the structure is not abstract, then there SHALL be a baseDefinition+ Rule: If the structure defines an extension then the structure must have context information+ Rule: A structure must have either a differential, or a snapshot (or both)+ Rule: In any snapshot or differential, no label, code or requirements on an element without a ""."" in the path (e.g. the first element)+ Rule: If there's a type, its content must match the path name in the first element of a snapshot+ Rule: All element definitions must have an id+ Rule: The first element in a snapshot has no type unless model is a logical model.+ Rule: All element definitions must have unique ids (snapshot)+ Rule: All element definitions must have unique ids (diff)+ Rule: Context Invariants can only be used for extensions+ Rule: FHIR Specification models only use FHIR defined types+ Rule: Default values can only be specified on specializations+ Rule: FHIR Specification models never have default values+ Rule: No slice name on rootElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
StructureDefinition,Resource.DomainResource.StructureDefinition, url ,Σ,1..1,uri,"Canonical identifier for this structure definition, represented as a URI (globally unique)"
StructureDefinition,Resource.DomainResource.StructureDefinition, identifier ,Σ,0..*,Identifier,Additional identifier for the structure definition
StructureDefinition,Resource.DomainResource.StructureDefinition, version ,Σ,0..1,string,Business version of the structure definition
StructureDefinition,Resource.DomainResource.StructureDefinition, name ,ΣI,1..1,string,Name for this structure definition (computer friendly)
StructureDefinition,Resource.DomainResource.StructureDefinition, title ,Σ,0..1,string,Name for this structure definition (human friendly)
StructureDefinition,Resource.DomainResource.StructureDefinition, status ,?!Σ,1..1,code,draft | active | retired | unknownPublicationStatus (Required)
StructureDefinition,Resource.DomainResource.StructureDefinition, experimental ,Σ,0..1,boolean,"For testing purposes, not real usage"
StructureDefinition,Resource.DomainResource.StructureDefinition, date ,Σ,0..1,dateTime,Date last changed
StructureDefinition,Resource.DomainResource.StructureDefinition, publisher ,Σ,0..1,string,Name of the publisher (organization or individual)
StructureDefinition,Resource.DomainResource.StructureDefinition, contact ,Σ,0..*,ContactDetail,Contact details for the publisher
StructureDefinition,Resource.DomainResource.StructureDefinition, description ,,0..1,markdown,Natural language description of the structure definition
StructureDefinition,Resource.DomainResource.StructureDefinition, useContext ,ΣTU,0..*,UsageContext,The context that the content is intended to support
StructureDefinition,Resource.DomainResource.StructureDefinition, jurisdiction ,Σ,0..*,CodeableConcept,Intended jurisdiction for structure definition (if applicable)Jurisdiction (Extensible)
StructureDefinition,Resource.DomainResource.StructureDefinition, purpose ,,0..1,markdown,Why this structure definition is defined
StructureDefinition,Resource.DomainResource.StructureDefinition, copyright ,,0..1,markdown,Use and/or publishing restrictions
StructureDefinition,Resource.DomainResource.StructureDefinition, keyword ,Σ,0..*,Coding,Assist with indexing and findingStructure Definition Use Codes / Keywords (Extensible)
StructureDefinition,Resource.DomainResource.StructureDefinition, fhirVersion ,Σ,0..1,code,FHIR Version this StructureDefinition targetsFHIRVersion (Required)
StructureDefinition,Resource.DomainResource.StructureDefinition, mapping ,I,0..*,BackboneElement,External specification that the content is mapped to+ Rule: Must have at least a name or a uri (or both)
StructureDefinition,Resource.DomainResource.StructureDefinition.mapping, identity ,,1..1,id,Internal id when this mapping is used
StructureDefinition,Resource.DomainResource.StructureDefinition.mapping, uri ,I,0..1,uri,Identifies what this mapping refers to
StructureDefinition,Resource.DomainResource.StructureDefinition.mapping, name ,I,0..1,string,Names what this mapping refers to
StructureDefinition,Resource.DomainResource.StructureDefinition.mapping, comment ,,0..1,string,"Versions, Issues, Scope limitations etc."
StructureDefinition,Resource.DomainResource.StructureDefinition, kind ,Σ,1..1,code,primitive-type | complex-type | resource | logicalStructureDefinitionKind (Required)
StructureDefinition,Resource.DomainResource.StructureDefinition, abstract ,Σ,1..1,boolean,Whether the structure is abstract
StructureDefinition,Resource.DomainResource.StructureDefinition, context ,ΣI,0..*,BackboneElement,"If an extension, where it can be used in instances"
StructureDefinition,Resource.DomainResource.StructureDefinition.context, type ,Σ,1..1,code,fhirpath | element | extensionExtensionContextType (Required)
StructureDefinition,Resource.DomainResource.StructureDefinition.context, expression ,Σ,1..1,string,Where the extension can be used in instances
StructureDefinition,Resource.DomainResource.StructureDefinition, contextInvariant ,ΣI,0..*,string,FHIRPath invariants - when the extension can be used
StructureDefinition,Resource.DomainResource.StructureDefinition, type ,ΣI,1..1,uri,Type defined or constrained by this structureFHIRDefinedType (Extensible)
StructureDefinition,Resource.DomainResource.StructureDefinition, baseDefinition ,ΣI,0..1,canonical(StructureDefinition),Definition that this type is constrained/specialized from
StructureDefinition,Resource.DomainResource.StructureDefinition, derivation ,Σ,0..1,code,specialization | constraint - How relates to base definitionTypeDerivationRule (Required)
StructureDefinition,Resource.DomainResource.StructureDefinition, snapshot ,I,0..1,BackboneElement,"Snapshot view of the structure+ Rule: Each element definition in a snapshot must have a formal definition and cardinalities+ Rule: All snapshot elements must start with the StructureDefinition's specified type for non-logical models, or with the same type name for logical models+ Rule: All snapshot elements must have a base definition"
StructureDefinition,Resource.DomainResource.StructureDefinition.snapshot, element ,I,1..*,ElementDefinition,Definition of elements in the resource (if no StructureDefinition)+ Rule: provide either a binding reference or a description (or both)
StructureDefinition,Resource.DomainResource.StructureDefinition, differential ,I,0..1,BackboneElement,"Differential view of the structure+ Rule: No slicing on the root element+ Rule: In any differential, all the elements must start with the StructureDefinition's specified type for non-logical models, or with the same type name for logical models"
StructureDefinition,Resource.DomainResource.StructureDefinition.differential, element ,,1..*,ElementDefinition,Definition of elements in the resource (if no StructureDefinition)
ImplementationGuide,Resource.DomainResource.ImplementationGuide, ImplementationGuide ,ITU,,DomainResource,"A set of rules about how FHIR is used+ Warning: Name should be usable as an identifier for the module by machine processing applications such as code generation+ Rule: If a resource has a fhirVersion, it must be oe of the versions defined for the Implementation GuideElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
ImplementationGuide,Resource.DomainResource.ImplementationGuide, url ,Σ,1..1,uri,"Canonical identifier for this implementation guide, represented as a URI (globally unique)"
ImplementationGuide,Resource.DomainResource.ImplementationGuide, version ,Σ,0..1,string,Business version of the implementation guide
ImplementationGuide,Resource.DomainResource.ImplementationGuide, name ,ΣI,1..1,string,Name for this implementation guide (computer friendly)
ImplementationGuide,Resource.DomainResource.ImplementationGuide, title ,Σ,0..1,string,Name for this implementation guide (human friendly)
ImplementationGuide,Resource.DomainResource.ImplementationGuide, status ,?!Σ,1..1,code,draft | active | retired | unknownPublicationStatus (Required)
ImplementationGuide,Resource.DomainResource.ImplementationGuide, experimental ,Σ,0..1,boolean,"For testing purposes, not real usage"
ImplementationGuide,Resource.DomainResource.ImplementationGuide, date ,Σ,0..1,dateTime,Date last changed
ImplementationGuide,Resource.DomainResource.ImplementationGuide, publisher ,Σ,0..1,string,Name of the publisher (organization or individual)
ImplementationGuide,Resource.DomainResource.ImplementationGuide, contact ,Σ,0..*,ContactDetail,Contact details for the publisher
ImplementationGuide,Resource.DomainResource.ImplementationGuide, description ,,0..1,markdown,Natural language description of the implementation guide
ImplementationGuide,Resource.DomainResource.ImplementationGuide, useContext ,Σ,0..*,UsageContext,The context that the content is intended to support
ImplementationGuide,Resource.DomainResource.ImplementationGuide, jurisdiction ,Σ,0..*,CodeableConcept,Intended jurisdiction for implementation guide (if applicable)Jurisdiction (Extensible)
ImplementationGuide,Resource.DomainResource.ImplementationGuide, copyright ,,0..1,markdown,Use and/or publishing restrictions
ImplementationGuide,Resource.DomainResource.ImplementationGuide, packageId ,Σ,1..1,id,NPM Package name for IG
ImplementationGuide,Resource.DomainResource.ImplementationGuide, license ,Σ,0..1,code,SPDX license code for this IG (or not-open-source)SPDXLicense (Required)
ImplementationGuide,Resource.DomainResource.ImplementationGuide, fhirVersion ,Σ,1..*,code,FHIR Version(s) this Implementation Guide targetsFHIRVersion (Required)
ImplementationGuide,Resource.DomainResource.ImplementationGuide, dependsOn ,Σ,0..*,BackboneElement,Another Implementation guide this depends on
ImplementationGuide,Resource.DomainResource.ImplementationGuide.dependsOn, uri ,Σ,1..1,canonical(ImplementationGuide),Identity of the IG that this depends on
ImplementationGuide,Resource.DomainResource.ImplementationGuide.dependsOn, packageId ,Σ,0..1,id,NPM Package name for IG this depends on
ImplementationGuide,Resource.DomainResource.ImplementationGuide.dependsOn, version ,Σ,0..1,string,Version of the IG
ImplementationGuide,Resource.DomainResource.ImplementationGuide, global ,Σ,0..*,BackboneElement,Profiles that apply globally
ImplementationGuide,Resource.DomainResource.ImplementationGuide.global, type ,Σ,1..1,code,Type this profile applies toResourceType (Required)
ImplementationGuide,Resource.DomainResource.ImplementationGuide.global, profile ,Σ,1..1,canonical(StructureDefinition),Profile that all resources must conform to
ImplementationGuide,Resource.DomainResource.ImplementationGuide, definition ,I,0..1,BackboneElement,"Information needed to build the IG+ Rule: If a resource has a groupingId, it must refer to a grouping defined in the Implementation Guide"
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition, grouping ,,0..*,BackboneElement,Grouping used to present related resources in the IG
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.grouping, name ,,1..1,string,Descriptive name for the package
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.grouping, description ,,0..1,string,Human readable text describing the package
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition, resource ,,1..*,BackboneElement,Resource in the implementation guide
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.resource, reference ,,1..1,Reference(Any),Location of the resource
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.resource, fhirVersion ,,0..*,code,Versions this applies to (if different to IG)FHIRVersion (Required)
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.resource, name ,,0..1,string,Human Name for the resource
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.resource, description ,,0..1,string,Reason why included in guide
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.resource, example[x] ,,0..1,,Is an example/What is this an example of?
ImplementationGuide,ImplementationGuide.definition.resource.example[x], exampleBoolean,,,boolean,
ImplementationGuide,ImplementationGuide.definition.resource.example[x], exampleCanonical,,,canonical(StructureDefinition),
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.resource, groupingId ,,0..1,id,Grouping this is part of
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition, page ,,0..1,BackboneElement,Page/Section in the Guide
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.page, name[x] ,,1..1,,Where to find that page
ImplementationGuide,ImplementationGuide.definition.page.name[x], nameUrl,,,url,
ImplementationGuide,ImplementationGuide.definition.page.name[x], nameReference,,,Reference(Binary),
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.page, title ,,1..1,string,Short title shown for navigational assistance
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.page, generation ,,1..1,code,html | markdown | xml | generatedGuidePageGeneration (Required)
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition, page ,,0..*,see page,Nested Pages / Sections
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition, parameter ,,0..*,BackboneElement,Defines how IG is built by tools
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.parameter, code ,,1..1,code,apply | path-resource | path-pages | path-tx-cache | expansion-parameter | rule-broken-links | generate-xml | generate-json | generate-turtle | html-templateGuideParameterCode (Required)
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.parameter, value ,,1..1,string,Value for named type
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition, template ,,0..*,BackboneElement,A template for building resources
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.template, code ,,1..1,code,Type of template specified
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.template, source ,,1..1,string,The source location for the template
ImplementationGuide,Resource.DomainResource.ImplementationGuide.definition.template, scope ,,0..1,string,The scope in which the template applies
ImplementationGuide,Resource.DomainResource.ImplementationGuide, manifest ,,0..1,BackboneElement,Information about an assembled IG
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest, rendering ,Σ,0..1,url,Location of rendered implementation guide
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest, resource ,Σ,1..*,BackboneElement,Resource in the implementation guide
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest.resource, reference ,Σ,1..1,Reference(Any),Location of the resource
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest.resource, example[x] ,,0..1,,Is an example/What is this an example of?
ImplementationGuide,ImplementationGuide.manifest.resource.example[x], exampleBoolean,,,boolean,
ImplementationGuide,ImplementationGuide.manifest.resource.example[x], exampleCanonical,,,canonical(StructureDefinition),
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest.resource, relativePath ,,0..1,url,Relative path for page in IG
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest, page ,,0..*,BackboneElement,HTML page within the parent IG
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest.page, name ,,1..1,string,HTML page name
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest.page, title ,,0..1,string,"Title of the page, for references"
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest.page, anchor ,,0..*,string,Anchor available on the page
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest, image ,,0..*,string,Image within the IG
ImplementationGuide,Resource.DomainResource.ImplementationGuide.manifest, other ,,0..*,string,Additional linkable file in IG
SearchParameter,Resource.DomainResource.SearchParameter, SearchParameter ,ITU,,DomainResource,"Search parameter for a resource+ Warning: Name should be usable as an identifier for the module by machine processing applications such as code generation+ Rule: If an xpath is present, there SHALL be an xpathUsage+ Rule: Search parameters can only have chain names when the search parameter type is 'reference'Elements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
SearchParameter,Resource.DomainResource.SearchParameter, url ,Σ,1..1,uri,"Canonical identifier for this search parameter, represented as a URI (globally unique)"
SearchParameter,Resource.DomainResource.SearchParameter, version ,Σ,0..1,string,Business version of the search parameter
SearchParameter,Resource.DomainResource.SearchParameter, name ,ΣI,1..1,string,Name for this search parameter (computer friendly)
SearchParameter,Resource.DomainResource.SearchParameter, derivedFrom ,,0..1,canonical(SearchParameter),Original definition for the search parameter
SearchParameter,Resource.DomainResource.SearchParameter, status ,?!Σ,1..1,code,draft | active | retired | unknownPublicationStatus (Required)
SearchParameter,Resource.DomainResource.SearchParameter, experimental ,Σ,0..1,boolean,"For testing purposes, not real usage"
SearchParameter,Resource.DomainResource.SearchParameter, date ,Σ,0..1,dateTime,Date last changed
SearchParameter,Resource.DomainResource.SearchParameter, publisher ,Σ,0..1,string,Name of the publisher (organization or individual)
SearchParameter,Resource.DomainResource.SearchParameter, contact ,Σ,0..*,ContactDetail,Contact details for the publisher
SearchParameter,Resource.DomainResource.SearchParameter, description ,Σ,1..1,markdown,Natural language description of the search parameter
SearchParameter,Resource.DomainResource.SearchParameter, useContext ,Σ,0..*,UsageContext,The context that the content is intended to support
SearchParameter,Resource.DomainResource.SearchParameter, jurisdiction ,Σ,0..*,CodeableConcept,Intended jurisdiction for search parameter (if applicable)Jurisdiction (Extensible)
SearchParameter,Resource.DomainResource.SearchParameter, purpose ,,0..1,markdown,Why this search parameter is defined
