Resource,Nesting,Resource Content Name,Flags,Cardinality,Datatype,Description
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, substance ,Σ,1..1,CodeableConcept,"Substance, (or class) considered to be responsible for riskAllergyIntolerance Substance and Negation Codes (Example)"
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, status ,?! Σ,0..1,code,active | unconfirmed | confirmed | inactive | resolved | refuted | entered-in-errorAllergyIntoleranceStatus (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, criticality ,Σ,0..1,code,CRITL | CRITH | CRITUAllergyIntoleranceCriticality (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, type ,Σ,0..1,code,allergy | intolerance - Underlying mechanism (if known)AllergyIntoleranceType (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, category ,Σ,0..1,code,food | medication | environment | other - Category of SubstanceAllergyIntoleranceCategory (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, lastOccurence ,Σ,0..1,dateTime,Date(/time) of last known occurrence of a reaction
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, note ,,0..1,Annotation,Additional text not captured in other fields
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance, reaction ,,0..*,BackboneElement,Adverse Reaction Events linked to exposure to substance
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, substance ,Σ,0..1,CodeableConcept,Specific substance considered to be responsible for eventSubstance Code (Example)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, certainty ,Σ,0..1,code,unlikely | likely | confirmed - clinical certainty about the specific substanceAllergyIntoleranceCertainty (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, manifestation ,Σ,1..*,CodeableConcept,Clinical symptoms/signs associated with the EventSNOMED CT Clinical Findings (Example)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, description ,,0..1,string,Description of the event as a whole
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, onset ,Σ,0..1,dateTime,Date(/time) when manifestations showed
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, severity ,Σ,0..1,code,mild | moderate | severe (of event as a whole)AllergyIntoleranceSeverity (Required)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, exposureRoute ,Σ,0..1,CodeableConcept,How the subject was exposed to the substanceSNOMED CT Route Codes (Example)
AllergyIntolerance,Resource.DomainResource.AllergyIntolerance.reaction, note ,,0..1,Annotation,Text about event not captured in other fields
Appointment,Resource.DomainResource.Appointment, Appointment ,I,,DomainResource,"A booking of a healthcare event among patient(s), practitioner(s), related person(s) and/or device(s) for a specific date/time. This may result in one or more Encounter(s)Only proposed or cancelled appointments can be missing start/end datesEither start and end are specified, or neither"
Appointment,Resource.DomainResource.Appointment, identifier ,Σ,0..*,Identifier,External Ids for this item
Appointment,Resource.DomainResource.Appointment, status ,?! Σ,1..1,code,proposed | pending | booked | arrived | fulfilled | cancelled | noshowAppointmentStatus (Required)
Appointment,Resource.DomainResource.Appointment, type ,Σ,0..1,CodeableConcept,The type of appointment that is being bookedPractice Setting Code Value Set (Preferred)
Appointment,Resource.DomainResource.Appointment, reason ,Σ,0..1,CodeableConcept,Reason this appointment is scheduledEncounter Reason Codes (Required)
Appointment,Resource.DomainResource.Appointment, priority ,,0..1,unsignedInt,Used to make informed decisions if needing to re-prioritize
Appointment,Resource.DomainResource.Appointment, description ,,0..1,string,"Shown on a subject line in a meeting request, or appointment list"
Appointment,Resource.DomainResource.Appointment, start ,Σ,0..1,instant,When appointment is to take place
Appointment,Resource.DomainResource.Appointment, end ,Σ,0..1,instant,When appointment is to conclude
Appointment,Resource.DomainResource.Appointment, minutesDuration ,,0..1,positiveInt,Can be less than start/end (e.g. estimate)
Appointment,Resource.DomainResource.Appointment, slot ,,0..*,Reference(Slot),"If provided, then no schedule and start/end values MUST match slot"
Appointment,Resource.DomainResource.Appointment, comment ,,0..1,string,Additional comments
Appointment,Resource.DomainResource.Appointment, participant ,I,1..*,BackboneElement,Participants involved in appointmentEither the type or actor on the participant MUST be specified
Appointment,Resource.DomainResource.Appointment.participant, type ,Σ,0..*,CodeableConcept,Role of participant in the appointmentParticipantType (Required)
Appointment,Resource.DomainResource.Appointment.participant, actor ,Σ,0..1,Reference(Patient | Practitioner | RelatedPerson | Device | HealthcareService | Location),"Person, Location/HealthcareService or Device"
Appointment,Resource.DomainResource.Appointment.participant, required ,Σ,0..1,code,required | optional | information-onlyParticipantRequired (Required)
Appointment,Resource.DomainResource.Appointment.participant, status ,,1..1,code,accepted | declined | tentative | needs-actionParticipationStatus (Required)
AppointmentResponse,Resource.DomainResource.AppointmentResponse, AppointmentResponse ,I,,DomainResource,"A reply to an appointment request for a patient and/or practitioner(s), such as a confirmation or rejectionEither the participantType or actor must be specified"
AppointmentResponse,Resource.DomainResource.AppointmentResponse, identifier ,Σ,0..*,Identifier,External Ids for this item
AppointmentResponse,Resource.DomainResource.AppointmentResponse, appointment ,Σ,1..1,Reference(Appointment),Appointment this response relates to
AppointmentResponse,Resource.DomainResource.AppointmentResponse, start ,,0..1,instant,"Time from appointment, or requested new start time"
AppointmentResponse,Resource.DomainResource.AppointmentResponse, end ,,0..1,instant,"Time from appointment, or requested new end time"
AppointmentResponse,Resource.DomainResource.AppointmentResponse, participantType ,Σ,0..*,CodeableConcept,Role of participant in the appointmentParticipantType (Required)
AppointmentResponse,Resource.DomainResource.AppointmentResponse, actor ,Σ,0..1,Reference(Patient | Practitioner | RelatedPerson | Device | HealthcareService | Location),"Person, Location/HealthcareService or Device"
AppointmentResponse,Resource.DomainResource.AppointmentResponse, participantStatus ,?! Σ,1..1,code,accepted | declined | tentative | in-process | completed | needs-actionParticipantStatus (Required)
AppointmentResponse,Resource.DomainResource.AppointmentResponse, comment ,,0..1,string,Additional comments
AuditEvent,Resource.DomainResource.AuditEvent, AuditEvent ,,,DomainResource,Event record kept for security purposes
AuditEvent,Resource.DomainResource.AuditEvent, event ,,1..1,BackboneElement,What was done
AuditEvent,Resource.DomainResource.AuditEvent.event, type ,Σ,1..1,Coding,Type/identifier of eventAudit Event ID (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.event, subtype ,Σ,0..*,Coding,More specific type/id for the eventAudit Event Sub-Type (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.event, action ,Σ,0..1,code,Type of action performed during the eventAuditEventAction (Required)
AuditEvent,Resource.DomainResource.AuditEvent.event, dateTime ,Σ,1..1,instant,Time when the event occurred on source
AuditEvent,Resource.DomainResource.AuditEvent.event, outcome ,Σ,0..1,code,Whether the event succeeded or failedAuditEventOutcome (Required)
AuditEvent,Resource.DomainResource.AuditEvent.event, outcomeDesc ,Σ,0..1,string,Description of the event outcome
AuditEvent,Resource.DomainResource.AuditEvent.event, purposeOfEvent ,Σ,0..*,Coding,The purposeOfUse of the eventPurposeOfUse (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent, participant ,,1..*,BackboneElement,"A person, a hardware device or software process"
AuditEvent,Resource.DomainResource.AuditEvent.participant, role ,,0..*,CodeableConcept,User roles (e.g. local RBAC codes)Audit Active Participant Role ID Code (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.participant, reference ,Σ,0..1,Reference(Practitioner | Organization | Device | Patient | RelatedPerson),Direct reference to resource
AuditEvent,Resource.DomainResource.AuditEvent.participant, userId ,Σ,0..1,Identifier,Unique identifier for the user
AuditEvent,Resource.DomainResource.AuditEvent.participant, altId ,,0..1,string,Alternative User id e.g. authentication
AuditEvent,Resource.DomainResource.AuditEvent.participant, name ,,0..1,string,Human-meaningful name for the user
AuditEvent,Resource.DomainResource.AuditEvent.participant, requestor ,,1..1,boolean,Whether user is initiator
AuditEvent,Resource.DomainResource.AuditEvent.participant, location ,,0..1,Reference(Location),Where
AuditEvent,Resource.DomainResource.AuditEvent.participant, policy ,,0..*,uri,Policy that authorized event
AuditEvent,Resource.DomainResource.AuditEvent.participant, media ,,0..1,Coding,Type of mediaMedia Type Code (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.participant, network ,,0..1,BackboneElement,Logical network location for application activity
AuditEvent,Resource.DomainResource.AuditEvent.participant.network, address ,,0..1,string,Identifier for the network access point of the user device
AuditEvent,Resource.DomainResource.AuditEvent.participant.network, type ,,0..1,code,The type of network access pointAuditEventParticipantNetworkType (Required)
AuditEvent,Resource.DomainResource.AuditEvent.participant, purposeOfUse ,,0..*,Coding,Reason given for this userPurposeOfUse (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent, source ,,1..1,BackboneElement,Application systems and processes
AuditEvent,Resource.DomainResource.AuditEvent.source, site ,,0..1,string,Logical source location within the enterprise
AuditEvent,Resource.DomainResource.AuditEvent.source, identifier ,Σ,1..1,Identifier,The identity of source detecting the event
AuditEvent,Resource.DomainResource.AuditEvent.source, type ,,0..*,Coding,The type of source where event originatedAudit Event Source Type (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent, object ,I,0..*,BackboneElement,Specific instances of data or objects that have been accessedEither a name or a query (NOT both)
AuditEvent,Resource.DomainResource.AuditEvent.object, identifier ,Σ,0..1,Identifier,Specific instance of object (e.g. versioned)
AuditEvent,Resource.DomainResource.AuditEvent.object, reference ,Σ,0..1,Reference(Any),Specific instance of resource (e.g. versioned)
AuditEvent,Resource.DomainResource.AuditEvent.object, type ,,0..1,Coding,Type of object involvedAuditEventObjectType (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.object, role ,,0..1,Coding,What role the Object playedAuditEventObjectRole (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.object, lifecycle ,,0..1,Coding,Life-cycle stage for the objectAuditEventObjectLifecycle (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.object, securityLabel ,,0..*,Coding,Security labels applied to the objectAll Security Labels (Extensible)
AuditEvent,Resource.DomainResource.AuditEvent.object, name ,Σ I,0..1,string,Instance-specific descriptor for Object
AuditEvent,Resource.DomainResource.AuditEvent.object, description ,,0..1,string,Descriptive text
AuditEvent,Resource.DomainResource.AuditEvent.object, query ,Σ I,0..1,base64Binary,Actual query for object
AuditEvent,Resource.DomainResource.AuditEvent.object, detail ,,0..*,BackboneElement,Additional Information about the Object
AuditEvent,Resource.DomainResource.AuditEvent.object.detail, type ,,1..1,string,Name of the property
AuditEvent,Resource.DomainResource.AuditEvent.object.detail, value ,,1..1,base64Binary,Property value
Basic,Resource.DomainResource.Basic, Basic ,Σ,,DomainResource,Resource for non-supported content
Basic,Resource.DomainResource.Basic, identifier ,Σ,0..*,Identifier,Business identifier
Basic,Resource.DomainResource.Basic, code ,?! Σ,1..1,CodeableConcept,Kind of ResourceBasic Resource Types (Example)
Basic,Resource.DomainResource.Basic, subject ,Σ,0..1,Reference(Any),Identifies the focus of this resource
Basic,Resource.DomainResource.Basic, author ,Σ,0..1,Reference(Practitioner | Patient | RelatedPerson),Who created
Basic,Resource.DomainResource.Basic, created ,Σ,0..1,date,When created
Binary,Resource.DomainResource.Binary, Binary ,Σ,,Resource,Pure binary content defined by some other format than FHIR
Binary,Resource.DomainResource.Binary, contentType ,Σ,1..1,code,MimeType of the binary contentMimeType  (Required)
Binary,Resource.DomainResource.Binary, content ,Σ,1..1,base64Binary,The actual content
BodySite,Resource.DomainResource.BodySite, BodySite ,,,DomainResource,Specific and identified anatomical location
BodySite,Resource.DomainResource.BodySite, patient ,Σ,1..1,Reference(Patient),Patient
BodySite,Resource.DomainResource.BodySite, identifier ,Σ,0..*,Identifier,Bodysite identifier
BodySite,Resource.DomainResource.BodySite, code ,Σ,0..1,CodeableConcept,Named anatomical locationSNOMED CT Body Structures (Example)
BodySite,Resource.DomainResource.BodySite, modifier ,,0..*,CodeableConcept,Modification to location codeBodysite Location Modifier (Example)
BodySite,Resource.DomainResource.BodySite, description ,Σ,0..1,string,The Description of anatomical location
BodySite,Resource.DomainResource.BodySite, image ,,0..*,Attachment,Attached images
Bundle,Resource.DomainResource.Bundle, Bundle ,Σ I,,Resource,"Contains a collection of resourcesentry.search only when a searchtotal only when a search or historyFullUrl must be unique in a bundle, or else entries with the same fullUrl must have different meta.versionIdentry.request only for some types of bundlesentry.response only for some types of bundles"
Bundle,Resource.DomainResource.Bundle, type ,Σ,1..1,code,document | message | transaction | transaction-response | batch | batch-response | history | searchset | collectionBundleType (Required)
Bundle,Resource.DomainResource.Bundle, total ,Σ I,0..1,unsignedInt,"If search, the total number of matches"
Bundle,Resource.DomainResource.Bundle, link ,Σ,0..*,BackboneElement,Links related to this Bundle
Bundle,Resource.DomainResource.Bundle.link, relation ,Σ,1..1,string,http://www.iana.org/assignments/link-relations/link-relations.xhtml 
Bundle,Resource.DomainResource.Bundle.link, url ,Σ,1..1,uri,Reference details for the link
Bundle,Resource.DomainResource.Bundle, entry ,Σ I,0..*,BackboneElement,"Entry in the bundle - will have a resource, or informationmust be a resource unless there's a request or responseThe fullUrl element must be present when a resource is present, and not present otherwise"
Bundle,Resource.DomainResource.Bundle.entry, link ,Σ,0..*,see link,Links related to this entry
Bundle,Resource.DomainResource.Bundle.entry, fullUrl ,Σ,0..1,uri,"Absolute URL for resource (server address, or UUID/OID)"
Bundle,Resource.DomainResource.Bundle.entry, resource ,Σ,0..1,Resource,A resource in the bundle
Bundle,Resource.DomainResource.Bundle.entry, search ,Σ I,0..1,BackboneElement,Search related information
Bundle,Resource.DomainResource.Bundle.entry.search, mode ,Σ,0..1,code,match | include | outcome - why this is in the result setSearchEntryMode (Required)
Bundle,Resource.DomainResource.Bundle.entry.search, score ,Σ,0..1,decimal,Search ranking (between 0 and 1)
Bundle,Resource.DomainResource.Bundle.entry, request ,Σ I,0..1,BackboneElement,Transaction Related Information
Bundle,Resource.DomainResource.Bundle.entry.request, method ,Σ,1..1,code,GET | POST | PUT | DELETEHTTPVerb (Required)
Bundle,Resource.DomainResource.Bundle.entry.request, url ,Σ,1..1,uri,URL for HTTP equivalent of this entry
Bundle,Resource.DomainResource.Bundle.entry.request, ifNoneMatch ,Σ,0..1,string,For managing cache currency
Bundle,Resource.DomainResource.Bundle.entry.request, ifModifiedSince ,Σ,0..1,instant,For managing update contention
Bundle,Resource.DomainResource.Bundle.entry.request, ifMatch ,Σ,0..1,string,For managing update contention
Bundle,Resource.DomainResource.Bundle.entry.request, ifNoneExist ,Σ,0..1,string,For conditional creates
Bundle,Resource.DomainResource.Bundle.entry, response ,Σ I,0..1,BackboneElement,Transaction Related Information
Bundle,Resource.DomainResource.Bundle.entry.response, status ,Σ,1..1,string,Status return code for entry
Bundle,Resource.DomainResource.Bundle.entry.response, location ,Σ,0..1,uri,"The location, if the operation returns a location"
Bundle,Resource.DomainResource.Bundle.entry.response, etag ,Σ,0..1,string,The etag for the resource (if relevant)
Bundle,Resource.DomainResource.Bundle.entry.response, lastModified ,Σ,0..1,instant,Server's date time modified
Bundle,Resource.DomainResource.Bundle, signature ,Σ,0..1,Signature,Digital Signature
CarePlan,Resource.DomainResource.CarePlan, CarePlan ,,,DomainResource,Healthcare plan for patient or group
CarePlan,Resource.DomainResource.CarePlan, identifier ,Σ,0..*,Identifier,External Ids for this plan
CarePlan,Resource.DomainResource.CarePlan, subject ,Σ,0..1,Reference(Patient | Group),Who care plan is for
CarePlan,Resource.DomainResource.CarePlan, status ,?! Σ,1..1,code,proposed | draft | active | completed | cancelledCarePlanStatus (Required)
CarePlan,Resource.DomainResource.CarePlan, context ,Σ,0..1,Reference(Encounter | EpisodeOfCare),Created in context of
CarePlan,Resource.DomainResource.CarePlan, period ,Σ,0..1,Period,Time period plan covers
CarePlan,Resource.DomainResource.CarePlan, author ,Σ,0..*,Reference(Patient | Practitioner | RelatedPerson | Organization),Who is responsible for contents of the plan
CarePlan,Resource.DomainResource.CarePlan, modified ,Σ,0..1,dateTime,When last updated
CarePlan,Resource.DomainResource.CarePlan, category ,Σ,0..*,CodeableConcept,Type of planCare Plan Category (Example)
CarePlan,Resource.DomainResource.CarePlan, description ,Σ,0..1,string,Summary of nature of plan
CarePlan,Resource.DomainResource.CarePlan, addresses ,Σ,0..*,Reference(Condition),Health issues this plan addresses
CarePlan,Resource.DomainResource.CarePlan, support ,,0..*,Reference(Any),Information considered as part of plan
CarePlan,Resource.DomainResource.CarePlan, relatedPlan ,,0..*,BackboneElement,Plans related to this one
CarePlan,Resource.DomainResource.CarePlan.relatedPlan, code ,,0..1,code,includes | replaces | fulfillsCarePlanRelationship (Required)
CarePlan,Resource.DomainResource.CarePlan.relatedPlan, plan ,,1..1,Reference(CarePlan),Plan relationship exists with
CarePlan,Resource.DomainResource.CarePlan, participant ,,0..*,BackboneElement,Who's involved in plan?
CarePlan,Resource.DomainResource.CarePlan.participant, role ,,0..1,CodeableConcept,Type of involvementParticipant Roles (Example)
CarePlan,Resource.DomainResource.CarePlan.participant, member ,,0..1,Reference(Practitioner | RelatedPerson | Patient | Organization),Who is involved
CarePlan,Resource.DomainResource.CarePlan, goal ,,0..*,Reference(Goal),Desired outcome of plan
CarePlan,Resource.DomainResource.CarePlan, activity ,I,0..*,BackboneElement,"Action to occur as part of planProvide a reference or detail, not both"
CarePlan,Resource.DomainResource.CarePlan.activity, actionResulting ,,0..*,Reference(Any),"Appointments, orders, etc."
CarePlan,Resource.DomainResource.CarePlan.activity, progress ,,0..*,Annotation,Comments about the activity status/progress
CarePlan,Resource.DomainResource.CarePlan.activity, reference ,I,0..1,Reference(Appointment | CommunicationRequest | DeviceUseRequest | DiagnosticOrder | MedicationOrder | NutritionOrder | Order | ProcedureRequest | ProcessRequest | ReferralRequest | SupplyRequest | VisionPrescription),Activity details defined in specific resource
CarePlan,Resource.DomainResource.CarePlan.activity, detail ,I,0..1,BackboneElement,In-line definition of activity
CarePlan,Resource.DomainResource.CarePlan.activity.detail, category ,,0..1,CodeableConcept,diet | drug | encounter | observation | procedure | supply | otherCarePlanActivityCategory (Example)
CarePlan,Resource.DomainResource.CarePlan.activity.detail, code ,,0..1,CodeableConcept,Detail type of activityCare Plan Activity (Example)
CarePlan,Resource.DomainResource.CarePlan.activity.detail, reasonCode ,,0..*,CodeableConcept,Why activity should be doneActivity Reason (Example)
CarePlan,Resource.DomainResource.CarePlan.activity.detail, reasonReference ,,0..*,Reference(Condition),Condition triggering need for activity
CarePlan,Resource.DomainResource.CarePlan.activity.detail, goal ,,0..*,Reference(Goal),Goals this activity relates to
CarePlan,Resource.DomainResource.CarePlan.activity.detail, status ,?!,0..1,code,not-started | scheduled | in-progress | on-hold | completed | cancelledCarePlanActivityStatus (Required)
CarePlan,Resource.DomainResource.CarePlan.activity.detail, statusReason ,,0..1,CodeableConcept,Reason for current statusGoalStatusReason (Example)
CarePlan,Resource.DomainResource.CarePlan.activity.detail, prohibited ,?!,1..1,boolean,Do NOT do
CarePlan,Resource.DomainResource.CarePlan.activity.detail, scheduled[x] ,,0..1,,When activity is to occur
CarePlan,CarePlan.activity.detail.scheduled[x], scheduledTiming,,,Timing,
CarePlan,CarePlan.activity.detail.scheduled[x], scheduledPeriod,,,Period,
CarePlan,CarePlan.activity.detail.scheduled[x], scheduledString,,,string,
CarePlan,Resource.DomainResource.CarePlan.activity.detail, location ,,0..1,Reference(Location),Where it should happen
CarePlan,Resource.DomainResource.CarePlan.activity.detail, performer ,,0..*,Reference(Practitioner | Organization | RelatedPerson | Patient),Who will be responsible?
CarePlan,Resource.DomainResource.CarePlan.activity.detail, product[x] ,,0..1,,What is to be administered/suppliedSNOMED CT Medication Codes (Example)
CarePlan,CarePlan.activity.detail.product[x], productCodeableConcept,,,CodeableConcept,
CarePlan,CarePlan.activity.detail.product[x], productReference,,,Reference(Medication | Substance),
CarePlan,Resource.DomainResource.CarePlan.activity.detail, dailyAmount ,,0..1,SimpleQuantity,How to consume/day?
CarePlan,Resource.DomainResource.CarePlan.activity.detail, quantity ,,0..1,SimpleQuantity,How much to administer/supply/consume
CarePlan,Resource.DomainResource.CarePlan.activity.detail, description ,,0..1,string,Extra info describing activity to perform
CarePlan,Resource.DomainResource.CarePlan, note ,,0..1,Annotation,Comments about the plan
Claim,Resource.DomainResource.Claim, Claim ,Σ,,DomainResource,"Claim, Pre-determination or Pre-authorization"
Claim,Resource.DomainResource.Claim, type ,Σ,1..1,code,institutional | oral | pharmacy | professional | visionClaimType (Required)
Claim,Resource.DomainResource.Claim, identifier ,Σ,0..*,Identifier,Claim number
Claim,Resource.DomainResource.Claim, ruleset ,Σ,0..1,Coding,Current specification followedRuleset Codes (Example)
Claim,Resource.DomainResource.Claim, originalRuleset ,Σ,0..1,Coding,Original specification followedRuleset Codes (Example)
Claim,Resource.DomainResource.Claim, created ,Σ,0..1,dateTime,Creation date
Claim,Resource.DomainResource.Claim, target ,Σ,0..1,Reference(Organization),Insurer
Claim,Resource.DomainResource.Claim, provider ,Σ,0..1,Reference(Practitioner),Responsible provider
Claim,Resource.DomainResource.Claim, organization ,Σ,0..1,Reference(Organization),Responsible organization
Claim,Resource.DomainResource.Claim, use ,Σ,0..1,code,complete | proposed | exploratory | otherUse (Required)
Claim,Resource.DomainResource.Claim, priority ,Σ,0..1,Coding,Desired processing priorityPriority Codes (Example)
Claim,Resource.DomainResource.Claim, fundsReserve ,Σ,0..1,Coding,Funds requested to be reservedFunds Reservation Codes (Example)
Claim,Resource.DomainResource.Claim, enterer ,Σ,0..1,Reference(Practitioner),Author
Claim,Resource.DomainResource.Claim, facility ,Σ,0..1,Reference(Location),Servicing Facility
Claim,Resource.DomainResource.Claim, prescription ,Σ,0..1,Reference(MedicationOrder | VisionPrescription),Prescription
Claim,Resource.DomainResource.Claim, originalPrescription ,Σ,0..1,Reference(MedicationOrder),Original Prescription
Claim,Resource.DomainResource.Claim, payee ,Σ,0..1,BackboneElement,Payee
Claim,Resource.DomainResource.Claim.payee, type ,Σ,0..1,Coding,Party to be paid any benefits payablePayee Type Codes (Example)
Claim,Resource.DomainResource.Claim.payee, provider ,Σ,0..1,Reference(Practitioner),Provider who is the payee
Claim,Resource.DomainResource.Claim.payee, organization ,Σ,0..1,Reference(Organization),Organization who is the payee
Claim,Resource.DomainResource.Claim.payee, person ,Σ,0..1,Reference(Patient),Other person who is the payee
Claim,Resource.DomainResource.Claim, referral ,Σ,0..1,Reference(ReferralRequest),Treatment Referral
Claim,Resource.DomainResource.Claim, diagnosis ,Σ,0..*,BackboneElement,Diagnosis
Claim,Resource.DomainResource.Claim.diagnosis, sequence ,Σ,1..1,positiveInt,Sequence of diagnosis
Claim,Resource.DomainResource.Claim, diagnosis ,Σ,1..1,Coding,Patient's list of diagnosisICD-10 Codes (Example)
Claim,Resource.DomainResource.Claim, condition ,Σ,0..*,Coding,List of presenting ConditionsConditions Codes (Example)
Claim,Resource.DomainResource.Claim, patient ,Σ,1..1,Reference(Patient),The subject of the Products and Services
Claim,Resource.DomainResource.Claim, coverage ,Σ,0..*,BackboneElement,Insurance or medical plan
Claim,Resource.DomainResource.Claim.coverage, sequence ,Σ,1..1,positiveInt,Service instance identifier
Claim,Resource.DomainResource.Claim.coverage, focal ,Σ,1..1,boolean,The focal Coverage
Claim,Resource.DomainResource.Claim, coverage ,Σ,1..1,Reference(Coverage),Insurance information
Claim,Resource.DomainResource.Claim.coverage, businessArrangement ,Σ,0..1,string,Business agreement
Claim,Resource.DomainResource.Claim.coverage, relationship ,Σ,1..1,Coding,Patient relationship to subscriberSurface Codes (Example)
Claim,Resource.DomainResource.Claim.coverage, preAuthRef ,Σ,0..*,string,Pre-Authorization/Determination Reference
Claim,Resource.DomainResource.Claim.coverage, claimResponse ,Σ,0..1,Reference(ClaimResponse),Adjudication results
Claim,Resource.DomainResource.Claim.coverage, originalRuleset ,Σ,0..1,Coding,Original versionRuleset Codes (Example)
Claim,Resource.DomainResource.Claim, exception ,Σ,0..*,Coding,Eligibility exceptionsException Codes (Example)
Claim,Resource.DomainResource.Claim, school ,Σ,0..1,string,Name of School
Claim,Resource.DomainResource.Claim, accident ,Σ,0..1,date,Accident Date
Claim,Resource.DomainResource.Claim, accidentType ,Σ,0..1,Coding,Accident TypeActIncidentCode (Required)
Claim,Resource.DomainResource.Claim, interventionException ,Σ,0..*,Coding,Intervention and exception code (Pharma)Intervention Codes (Example)
Claim,Resource.DomainResource.Claim, item ,Σ,0..*,BackboneElement,Goods and Services
Claim,Resource.DomainResource.Claim.item, sequence ,Σ,1..1,positiveInt,Service instance
Claim,Resource.DomainResource.Claim.item, type ,Σ,1..1,Coding,Group or type of product or serviceActInvoiceGroupCode (Required)
Claim,Resource.DomainResource.Claim.item, provider ,Σ,0..1,Reference(Practitioner),Responsible practitioner
Claim,Resource.DomainResource.Claim.item, diagnosisLinkId ,Σ,0..*,positiveInt,Diagnosis Link
Claim,Resource.DomainResource.Claim.item, service ,Σ,1..1,Coding,Item CodeUSCLS Codes (Example)
Claim,Resource.DomainResource.Claim.item, serviceDate ,Σ,0..1,date,Date of Service
Claim,Resource.DomainResource.Claim.item, quantity ,Σ,0..1,SimpleQuantity,Count of Products or Services
Claim,Resource.DomainResource.Claim.item, unitPrice ,Σ,0..1,Money,"Fee, charge or cost per point"
Claim,Resource.DomainResource.Claim.item, factor ,Σ,0..1,decimal,Price scaling factor
Claim,Resource.DomainResource.Claim.item, points ,Σ,0..1,decimal,Difficulty scaling factor
Claim,Resource.DomainResource.Claim.item, net ,Σ,0..1,Money,Total item cost
Claim,Resource.DomainResource.Claim.item, udi ,Σ,0..1,Coding,Unique Device IdentifierUDI Codes (Example)
Claim,Resource.DomainResource.Claim.item, bodySite ,Σ,0..1,Coding,Service LocationSurface Codes (Example)
Claim,Resource.DomainResource.Claim.item, subSite ,Σ,0..*,Coding,Service Sub-locationSurface Codes (Example)
