Resource,Nesting,Resource Content Name,Flags,Cardinality,Datatype,Description
Account,Account.subject,subject,Σ,0..*,Reference(Patient | Device | Practitioner | PractitionerRole | Location | HealthcareService | Organization),The entity that caused the expenses
Account,Account.servicePeriod,servicePeriod,Σ,0..1,Period,Transaction window
Account,Account.servicePeriodstart,start,ΣI,0..1,dateTime,Starting time with inclusive boundary
Account,Account.servicePeriodend,end,ΣI,0..1,dateTime,"End time with inclusive boundary, if not ongoing"
Account,Account.coverage,coverage,Σ,0..*,BackboneElement,"The party(s) that are responsible for covering the payment of this account, and what order should they be applied to the account"
Account,Account.coverage.coverage,coverage,Σ,1..1,Reference(Coverage),"The party(s), such as insurances, that may contribute to the payment of this account"
Account,Account.coverage.priority,priority,Σ,0..1,positiveInt,The priority of the coverage in the context of this account
Account,Account.owner,owner,Σ,0..1,Reference(Organization),Entity managing the Account
Account,Account.description,description,Σ,0..1,string,Explanation of purpose/use
Account,Account.guarantor,guarantor,,0..*,BackboneElement,The parties ultimately responsible for balancing the Account
Account,Account.guarantor.party,party,,1..1,Reference(Patient | RelatedPerson | Organization),Responsible entity
Account,Account.guarantor.onHold,onHold,,0..1,boolean,Credit or other hold applied
Account,Account.guarantor.period,period,,0..1,Period,Guarantee account during
Account,Account.guarantor.periodstart,start,ΣI,0..1,dateTime,Starting time with inclusive boundary
Account,Account.guarantor.periodend,end,ΣI,0..1,dateTime,"End time with inclusive boundary, if not ongoing"
Account,Account.partOf,partOf,,0..1,Reference(Account),Reference to a parent Account
ActivityDefinition,ActivityDefinition.id,id,Σ,0..1,id,Logical id of this artifact
ActivityDefinition,ActivityDefinition.meta,meta,Σ,0..1,Meta,Metadata about the resource
ActivityDefinition,ActivityDefinition.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
ActivityDefinition,ActivityDefinition.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
ActivityDefinition,ActivityDefinition.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
ActivityDefinition,ActivityDefinition.contained,contained,,0..*,Resource,"Contained, inline Resources"
ActivityDefinition,ActivityDefinition.extension,extension,,0..*,Extension,Additional Content defined by implementations
ActivityDefinition,ActivityDefinition.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
ActivityDefinition,ActivityDefinition,ActivityDefinition,ITU,,DomainResource,"The definition of a specific activity to be taken, independent of any particular patient or context+ Warning: Name should be usable as an identifier for the module by machine processing applications such as code generationElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
ActivityDefinition,ActivityDefinition.url,url,Σ,0..1,uri,"Canonical identifier for this activity definition, represented as a URI (globally unique)"
ActivityDefinition,ActivityDefinition.identifier,identifier,Σ,0..*,Identifier,Additional identifier for the activity definition
ActivityDefinition,ActivityDefinition.identifieruse,use,?!Σ,0..1,code,usual | official | temp | secondary | old (If known)IdentifierUse (Required)
ActivityDefinition,ActivityDefinition.identifiertype,type,Σ,0..1,CodeableConcept,Description of identifierIdentifierType (Extensible)
ActivityDefinition,ActivityDefinition.identifiertype.coding,type.coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.identifiertype.coding.system,type.coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.identifiertype.coding.version,type.coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.identifiertype.coding.code,type.coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.identifiertype.coding.display,type.coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.identifiertype.coding.userSelected,type.coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.identifiertype.text,type.text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.identifiersystem,system,Σ,0..1,uri,The namespace for the identifier value
ActivityDefinition,ActivityDefinition.identifiervalue,value,Σ,0..1,string,The value that is unique
ActivityDefinition,ActivityDefinition.identifierperiod,period,Σ,0..1,Period,Time period when id is/was valid for use
ActivityDefinition,ActivityDefinition.identifierperiod.start,period.start,ΣI,0..1,dateTime,Starting time with inclusive boundary
ActivityDefinition,ActivityDefinition.identifierperiod.end,period.end,ΣI,0..1,dateTime,"End time with inclusive boundary, if not ongoing"
ActivityDefinition,ActivityDefinition.identifierassigner,assigner,Σ,0..1,Reference(Organization),Organization that issued id (may be just text)
ActivityDefinition,ActivityDefinition.version,version,Σ,0..1,string,Business version of the activity definition
ActivityDefinition,ActivityDefinition.name,name,ΣI,0..1,string,Name for this activity definition (computer friendly)
ActivityDefinition,ActivityDefinition.title,title,Σ,0..1,string,Name for this activity definition (human friendly)
ActivityDefinition,ActivityDefinition.subtitle,subtitle,,0..1,string,Subordinate title of the activity definition
ActivityDefinition,ActivityDefinition.status,status,?!Σ,1..1,code,draft | active | retired | unknownPublicationStatus (Required)
ActivityDefinition,ActivityDefinition.experimental,experimental,Σ,0..1,boolean,"For testing purposes, not real usage"
ActivityDefinition,ActivityDefinition.subject[x],subject[x],,0..1,,Type of individual the activity definition is intended forSubject type (Extensible)
ActivityDefinition,ActivityDefinition.subjectCodeableConcept,subjectCodeableConcept,,,CodeableConcept,
ActivityDefinition,ActivityDefinition.subjectCodeableConceptcoding,coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.subjectCodeableConceptcoding.system,coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.subjectCodeableConceptcoding.version,coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.subjectCodeableConceptcoding.code,coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.subjectCodeableConceptcoding.display,coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.subjectCodeableConceptcoding.userSelected,coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.subjectCodeableConcepttext,text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.subjectReference,subjectReference,,,Reference(Group),
ActivityDefinition,ActivityDefinition.date,date,Σ,0..1,dateTime,Date last changed
ActivityDefinition,ActivityDefinition.publisher,publisher,Σ,0..1,string,Name of the publisher (organization or individual)
ActivityDefinition,ActivityDefinition.contact,contact,Σ,0..*,ContactDetail,Contact details for the publisher
ActivityDefinition,ActivityDefinition.description,description,Σ,0..1,markdown,Natural language description of the activity definition
ActivityDefinition,ActivityDefinition.useContext,useContext,Σ,0..*,UsageContext,The context that the content is intended to support
ActivityDefinition,ActivityDefinition.jurisdiction,jurisdiction,Σ,0..*,CodeableConcept,Intended jurisdiction for activity definition (if applicable)Jurisdiction (Extensible)
ActivityDefinition,ActivityDefinition.jurisdictioncoding,coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.jurisdictioncoding.system,coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.jurisdictioncoding.version,coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.jurisdictioncoding.code,coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.jurisdictioncoding.display,coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.jurisdictioncoding.userSelected,coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.jurisdictiontext,text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.purpose,purpose,,0..1,markdown,Why this activity definition is defined
ActivityDefinition,ActivityDefinition.usage,usage,,0..1,string,Describes the clinical usage of the activity definition
ActivityDefinition,ActivityDefinition.copyright,copyright,,0..1,markdown,Use and/or publishing restrictions
ActivityDefinition,ActivityDefinition.approvalDate,approvalDate,,0..1,date,When the activity definition was approved by publisher
ActivityDefinition,ActivityDefinition.lastReviewDate,lastReviewDate,,0..1,date,When the activity definition was last reviewed
ActivityDefinition,ActivityDefinition.effectivePeriod,effectivePeriod,Σ,0..1,Period,When the activity definition is expected to be used
ActivityDefinition,ActivityDefinition.effectivePeriodstart,start,ΣI,0..1,dateTime,Starting time with inclusive boundary
ActivityDefinition,ActivityDefinition.effectivePeriodend,end,ΣI,0..1,dateTime,"End time with inclusive boundary, if not ongoing"
ActivityDefinition,ActivityDefinition.topic,topic,,0..*,CodeableConcept,"E.g. Education, Treatment, Assessment, etc.DefinitionTopic (Example)"
ActivityDefinition,ActivityDefinition.topiccoding,coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.topiccoding.system,coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.topiccoding.version,coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.topiccoding.code,coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.topiccoding.display,coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.topiccoding.userSelected,coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.topictext,text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.author,author,,0..*,ContactDetail,Who authored the content
ActivityDefinition,ActivityDefinition.editor,editor,,0..*,ContactDetail,Who edited the content
ActivityDefinition,ActivityDefinition.reviewer,reviewer,,0..*,ContactDetail,Who reviewed the content
ActivityDefinition,ActivityDefinition.endorser,endorser,,0..*,ContactDetail,Who endorsed the content
ActivityDefinition,ActivityDefinition.relatedArtifact,relatedArtifact,,0..*,RelatedArtifact,"Additional documentation, citations, etc."
ActivityDefinition,ActivityDefinition.library,library,,0..*,canonical(Library),Logic used by the activity definition
ActivityDefinition,ActivityDefinition.kind,kind,Σ,0..1,code,Kind of resourceRequestResourceType (Required)
ActivityDefinition,ActivityDefinition.profile,profile,,0..1,canonical(StructureDefinition),What profile the resource needs to conform to
ActivityDefinition,ActivityDefinition.code,code,Σ,0..1,CodeableConcept,Detail type of activityProcedure Codes (SNOMED CT) (Example)
ActivityDefinition,ActivityDefinition.codecoding,coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.codecoding.system,coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.codecoding.version,coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.codecoding.code,coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.codecoding.display,coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.codecoding.userSelected,coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.codetext,text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.intent,intent,,0..1,code,proposal | plan | directive | order | original-order | reflex-order | filler-order | instance-order | optionRequestIntent (Required)
ActivityDefinition,ActivityDefinition.priority,priority,,0..1,code,routine | urgent | asap | statRequest priority (Required)
ActivityDefinition,ActivityDefinition.doNotPerform,doNotPerform,?!Σ,0..1,boolean,True if the activity should not be performed
ActivityDefinition,ActivityDefinition.timing[x],timing[x],,0..1,,When activity is to occur
ActivityDefinition,ActivityDefinition.timingTiming,timingTiming,,,Timing,
ActivityDefinition,ActivityDefinition.timingTimingevent,event,Σ,0..*,dateTime,When the event occurs
ActivityDefinition,ActivityDefinition.timingTimingrepeat,repeat,ΣI,0..1,Element,"When the event is to occur+ Rule: if there's a duration, there needs to be duration units+ Rule: if there's a period, there needs to be period units+ Rule: duration SHALL be a non-negative value+ Rule: period SHALL be a non-negative value+ Rule: If there's a periodMax, there must be a period+ Rule: If there's a durationMax, there must be a duration+ Rule: If there's a countMax, there must be a count+ Rule: If there's an offset, there must be a when (and not C, CM, CD, CV)+ Rule: If there's a timeOfDay, there cannot be a when, or vice versa"
ActivityDefinition,ActivityDefinition.timingTimingbounds[x],bounds[x],Σ,0..1,,"Length/Range of lengths, or (Start and/or end) limits"
ActivityDefinition,ActivityDefinition.timingTimingboundsDuration,boundsDuration,,,Duration,
ActivityDefinition,ActivityDefinition.timingTimingboundsRange,boundsRange,,,Range,
ActivityDefinition,ActivityDefinition.timingTimingboundsRange.low,boundsRange.low,Σ,0..1,SimpleQuantity,Low limit
ActivityDefinition,ActivityDefinition.timingTimingboundsRange.high,boundsRange.high,Σ,0..1,SimpleQuantity,High limit
ActivityDefinition,ActivityDefinition.timingTimingboundsPeriod,boundsPeriod,,,Period,
ActivityDefinition,ActivityDefinition.timingTimingboundsPeriod.start,boundsPeriod.start,ΣI,0..1,dateTime,Starting time with inclusive boundary
ActivityDefinition,ActivityDefinition.timingTimingboundsPeriod.end,boundsPeriod.end,ΣI,0..1,dateTime,"End time with inclusive boundary, if not ongoing"
ActivityDefinition,ActivityDefinition.timingTimingcount,count,Σ,0..1,positiveInt,Number of times to repeat
ActivityDefinition,ActivityDefinition.timingTimingcountMax,countMax,Σ,0..1,positiveInt,Maximum number of times to repeat
ActivityDefinition,ActivityDefinition.timingTimingduration,duration,Σ,0..1,decimal,How long when it happens
ActivityDefinition,ActivityDefinition.timingTimingdurationMax,durationMax,Σ,0..1,decimal,How long when it happens (Max)
ActivityDefinition,ActivityDefinition.timingTimingdurationUnit,durationUnit,Σ,0..1,code,s | min | h | d | wk | mo | a - unit of time (UCUM)UnitsOfTime (Required)
ActivityDefinition,ActivityDefinition.timingTimingfrequency,frequency,Σ,0..1,positiveInt,Event occurs frequency times per period
ActivityDefinition,ActivityDefinition.timingTimingfrequencyMax,frequencyMax,Σ,0..1,positiveInt,Event occurs up to frequencyMax times per period
ActivityDefinition,ActivityDefinition.timingTimingperiod,period,Σ,0..1,decimal,Event occurs frequency times per period
ActivityDefinition,ActivityDefinition.timingTimingperiodMax,periodMax,Σ,0..1,decimal,Upper limit of period (3-4 hours)
ActivityDefinition,ActivityDefinition.timingTimingperiodUnit,periodUnit,Σ,0..1,code,s | min | h | d | wk | mo | a - unit of time (UCUM)UnitsOfTime (Required)
ActivityDefinition,ActivityDefinition.timingTimingdayOfWeek,dayOfWeek,Σ,0..*,code,mon | tue | wed | thu | fri | sat | sunDaysOfWeek (Required)
ActivityDefinition,ActivityDefinition.timingTimingtimeOfDay,timeOfDay,Σ,0..*,time,Time of day for action
ActivityDefinition,ActivityDefinition.timingTimingwhen,when,Σ,0..*,code,Code for time period of occurrenceEventTiming (Required)
ActivityDefinition,ActivityDefinition.timingTimingoffset,offset,Σ,0..1,unsignedInt,Minutes from event (before or after)
ActivityDefinition,ActivityDefinition.timingTimingcode,code,Σ,0..1,CodeableConcept,BID | TID | QID | AM | PM | QD | QOD | +TimingAbbreviation (Preferred)
ActivityDefinition,ActivityDefinition.timingTimingcode.coding,code.coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.timingTimingcode.coding.system,code.coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.timingTimingcode.coding.version,code.coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.timingTimingcode.coding.code,code.coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.timingTimingcode.coding.display,code.coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.timingTimingcode.coding.userSelected,code.coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.timingTimingcode.text,code.text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.timingDateTime,timingDateTime,,,dateTime,
ActivityDefinition,ActivityDefinition.timingAge,timingAge,,,Age,
ActivityDefinition,ActivityDefinition.timingPeriod,timingPeriod,,,Period,
ActivityDefinition,ActivityDefinition.timingPeriodstart,start,ΣI,0..1,dateTime,Starting time with inclusive boundary
ActivityDefinition,ActivityDefinition.timingPeriodend,end,ΣI,0..1,dateTime,"End time with inclusive boundary, if not ongoing"
ActivityDefinition,ActivityDefinition.timingRange,timingRange,,,Range,
ActivityDefinition,ActivityDefinition.timingRangelow,low,Σ,0..1,SimpleQuantity,Low limit
ActivityDefinition,ActivityDefinition.timingRangehigh,high,Σ,0..1,SimpleQuantity,High limit
ActivityDefinition,ActivityDefinition.timingDuration,timingDuration,,,Duration,
ActivityDefinition,ActivityDefinition.location,location,,0..1,Reference(Location),Where it should happen
ActivityDefinition,ActivityDefinition.participant,participant,,0..*,BackboneElement,Who should participate in the action
ActivityDefinition,ActivityDefinition.participant.type,type,,1..1,code,patient | practitioner | related-person | deviceActionParticipantType (Required)
ActivityDefinition,ActivityDefinition.participant.role,role,,0..1,CodeableConcept,"E.g. Nurse, Surgeon, Parent, etc.Action participant role (Example)"
ActivityDefinition,ActivityDefinition.participant.rolecoding,coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.participant.rolecoding.system,coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.participant.rolecoding.version,coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.participant.rolecoding.code,coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.participant.rolecoding.display,coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.participant.rolecoding.userSelected,coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.participant.roletext,text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.product[x],product[x],,0..1,,What's administered/suppliedSNOMED CT Medication Codes (Example)
ActivityDefinition,ActivityDefinition.productReference,productReference,,,Reference(Medication | Substance),
ActivityDefinition,ActivityDefinition.productCodeableConcept,productCodeableConcept,,,CodeableConcept,
ActivityDefinition,ActivityDefinition.productCodeableConceptcoding,coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.productCodeableConceptcoding.system,coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.productCodeableConceptcoding.version,coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.productCodeableConceptcoding.code,coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.productCodeableConceptcoding.display,coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.productCodeableConceptcoding.userSelected,coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.productCodeableConcepttext,text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.quantity,quantity,,0..1,SimpleQuantity,How much is administered/consumed/supplied
ActivityDefinition,ActivityDefinition.dosage,dosage,,0..*,Dosage,Detailed dosage instructions
ActivityDefinition,ActivityDefinition.bodySite,bodySite,,0..*,CodeableConcept,What part of body to perform onSNOMED CT Body Structures (Example)
ActivityDefinition,ActivityDefinition.bodySitecoding,coding,Σ,0..*,Coding,Code defined by a terminology system
ActivityDefinition,ActivityDefinition.bodySitecoding.system,coding.system,Σ,0..1,uri,Identity of the terminology system
ActivityDefinition,ActivityDefinition.bodySitecoding.version,coding.version,Σ,0..1,string,Version of the system - if relevant
ActivityDefinition,ActivityDefinition.bodySitecoding.code,coding.code,Σ,0..1,code,Symbol in syntax defined by the system
ActivityDefinition,ActivityDefinition.bodySitecoding.display,coding.display,Σ,0..1,string,Representation defined by the system
ActivityDefinition,ActivityDefinition.bodySitecoding.userSelected,coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
ActivityDefinition,ActivityDefinition.bodySitetext,text,Σ,0..1,string,Plain text representation of the concept
ActivityDefinition,ActivityDefinition.specimenRequirement,specimenRequirement,,0..*,Reference(SpecimenDefinition),What specimens are required to perform this action
ActivityDefinition,ActivityDefinition.observationRequirement,observationRequirement,,0..*,Reference(ObservationDefinition),What observations are required to perform this action
ActivityDefinition,ActivityDefinition.observationResultRequirement,observationResultRequirement,,0..*,Reference(ObservationDefinition),What observations must be produced by this action
ActivityDefinition,ActivityDefinition.transform,transform,,0..1,canonical(StructureMap),Transform to apply the template
ActivityDefinition,ActivityDefinition.dynamicValue,dynamicValue,,0..*,BackboneElement,Dynamic aspects of the definition
ActivityDefinition,ActivityDefinition.dynamicValue.path,path,,1..1,string,The path to the element to be set dynamically
ActivityDefinition,ActivityDefinition.dynamicValue.expression,expression,,1..1,Expression,An expression that provides the dynamic value for the customization
AdverseEvent,AdverseEvent.id,id,Σ,0..1,id,Logical id of this artifact
AdverseEvent,AdverseEvent.meta,meta,Σ,0..1,Meta,Metadata about the resource
AdverseEvent,AdverseEvent.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
AdverseEvent,AdverseEvent.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
AdverseEvent,AdverseEvent.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
AdverseEvent,AdverseEvent.contained,contained,,0..*,Resource,"Contained, inline Resources"
AdverseEvent,AdverseEvent.extension,extension,,0..*,Extension,Additional Content defined by implementations
AdverseEvent,AdverseEvent.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
AdverseEvent,AdverseEvent,AdverseEvent,ΣTU,,DomainResource,"Medical care, research study or other healthcare event causing physical injuryElements defined in Ancestors: id, meta, implicitRules, language, text, contained, extension, modifierExtension"
AdverseEvent,AdverseEvent.identifier,identifier,Σ,0..1,Identifier,Business identifier for the event
AdverseEvent,AdverseEvent.identifieruse,use,?!Σ,0..1,code,usual | official | temp | secondary | old (If known)IdentifierUse (Required)
AdverseEvent,AdverseEvent.identifiertype,type,Σ,0..1,CodeableConcept,Description of identifierIdentifierType (Extensible)
AdverseEvent,AdverseEvent.identifiertype.coding,type.coding,Σ,0..*,Coding,Code defined by a terminology system
AdverseEvent,AdverseEvent.identifiertype.coding.system,type.coding.system,Σ,0..1,uri,Identity of the terminology system
AdverseEvent,AdverseEvent.identifiertype.coding.version,type.coding.version,Σ,0..1,string,Version of the system - if relevant
AdverseEvent,AdverseEvent.identifiertype.coding.code,type.coding.code,Σ,0..1,code,Symbol in syntax defined by the system
AdverseEvent,AdverseEvent.identifiertype.coding.display,type.coding.display,Σ,0..1,string,Representation defined by the system
AdverseEvent,AdverseEvent.identifiertype.coding.userSelected,type.coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
AdverseEvent,AdverseEvent.identifiertype.text,type.text,Σ,0..1,string,Plain text representation of the concept
AdverseEvent,AdverseEvent.identifiersystem,system,Σ,0..1,uri,The namespace for the identifier value
AdverseEvent,AdverseEvent.identifiervalue,value,Σ,0..1,string,The value that is unique
AdverseEvent,AdverseEvent.identifierperiod,period,Σ,0..1,Period,Time period when id is/was valid for use
AdverseEvent,AdverseEvent.identifierperiod.start,period.start,ΣI,0..1,dateTime,Starting time with inclusive boundary
AdverseEvent,AdverseEvent.identifierperiod.end,period.end,ΣI,0..1,dateTime,"End time with inclusive boundary, if not ongoing"
AdverseEvent,AdverseEvent.identifierassigner,assigner,Σ,0..1,Reference(Organization),Organization that issued id (may be just text)
AdverseEvent,AdverseEvent.actuality,actuality,?!Σ,1..1,code,actual | potentialAdverseEventActuality (Required)
AdverseEvent,AdverseEvent.category,category,Σ,0..*,CodeableConcept,product-problem | product-quality | product-use-error | wrong-dose | incorrect-prescribing-information | wrong-technique | wrong-route-of-administration | wrong-rate | wrong-duration | wrong-time | expired-drug | medical-device-use-error | problem-different-manufacturer | unsafe-physical-environmentAdverseEventCategory (Extensible)
AdverseEvent,AdverseEvent.categorycoding,coding,Σ,0..*,Coding,Code defined by a terminology system
AdverseEvent,AdverseEvent.categorycoding.system,coding.system,Σ,0..1,uri,Identity of the terminology system
AdverseEvent,AdverseEvent.categorycoding.version,coding.version,Σ,0..1,string,Version of the system - if relevant
AdverseEvent,AdverseEvent.categorycoding.code,coding.code,Σ,0..1,code,Symbol in syntax defined by the system
AdverseEvent,AdverseEvent.categorycoding.display,coding.display,Σ,0..1,string,Representation defined by the system
AdverseEvent,AdverseEvent.categorycoding.userSelected,coding.userSelected,Σ,0..1,boolean,If this coding was chosen directly by the user
AdverseEvent,AdverseEvent.categorytext,text,Σ,0..1,string,Plain text representation of the concept
AdverseEvent,AdverseEvent.event,event,Σ,0..1,CodeableConcept,Type of the event itself in relation to the subjectSNOMED CT Clinical Findings (Example)
