Resource,Nesting,Resource Content Name,Flags,Cardinality,Datatype,Description
Appointment,Appointment.meta,meta,Σ,0..1,Meta,Metadata about the resource
Appointment,Appointment.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
Appointment,Appointment.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
Appointment,Appointment.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
Appointment,Appointment.contained,contained,,0..*,Resource,"Contained, inline Resources"
Appointment,Appointment.extension,extension,,0..*,Extension,Additional Content defined by implementations
Appointment,Appointment.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
Appointment,Appointment,Appointment,I,,DomainResource,"A booking of a healthcare event among patient(s), practitioner(s), related person(s) and/or device(s) for a specific date/time. This may result in one or more Encounter(s)Only proposed or cancelled appointments can be missing start/end datesEither start and end are specified, or neither"
Appointment,Appointment.identifier,identifier,Σ,0..*,Identifier,External Ids for this item
Appointment,Appointment.status,status,?! Σ,1..1,code,proposed | pending | booked | arrived | fulfilled | cancelled | noshowAppointmentStatus (Required)
Appointment,Appointment.type,type,Σ,0..1,CodeableConcept,The type of appointment that is being bookedPractice Setting Code Value Set (Preferred)
Appointment,Appointment.reason,reason,Σ,0..1,CodeableConcept,Reason this appointment is scheduledEncounter Reason Codes (Required)
Appointment,Appointment.priority,priority,,0..1,unsignedInt,Used to make informed decisions if needing to re-prioritize
Appointment,Appointment.description,description,,0..1,string,"Shown on a subject line in a meeting request, or appointment list"
Appointment,Appointment.start,start,Σ,0..1,instant,When appointment is to take place
Appointment,Appointment.end,end,Σ,0..1,instant,When appointment is to conclude
Appointment,Appointment.minutesDuration,minutesDuration,,0..1,positiveInt,Can be less than start/end (e.g. estimate)
Appointment,Appointment.slot,slot,,0..*,Reference(Slot),"If provided, then no schedule and start/end values MUST match slot"
Appointment,Appointment.comment,comment,,0..1,string,Additional comments
Appointment,Appointment.participant,participant,I,1..*,BackboneElement,Participants involved in appointmentEither the type or actor on the participant MUST be specified
Appointment,Appointment.participant.type,type,Σ,0..*,CodeableConcept,Role of participant in the appointmentParticipantType (Required)
Appointment,Appointment.participant.actor,actor,Σ,0..1,Reference(Patient | Practitioner | RelatedPerson | Device | HealthcareService | Location),"Person, Location/HealthcareService or Device"
Appointment,Appointment.participant.required,required,Σ,0..1,code,required | optional | information-onlyParticipantRequired (Required)
Appointment,Appointment.participant.status,status,,1..1,code,accepted | declined | tentative | needs-actionParticipationStatus (Required)
AppointmentResponse,AppointmentResponse.id,id,Σ,0..1,id,Logical id of this artifact
AppointmentResponse,AppointmentResponse.meta,meta,Σ,0..1,Meta,Metadata about the resource
AppointmentResponse,AppointmentResponse.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
AppointmentResponse,AppointmentResponse.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
AppointmentResponse,AppointmentResponse.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
AppointmentResponse,AppointmentResponse.contained,contained,,0..*,Resource,"Contained, inline Resources"
AppointmentResponse,AppointmentResponse.extension,extension,,0..*,Extension,Additional Content defined by implementations
AppointmentResponse,AppointmentResponse.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
AppointmentResponse,AppointmentResponse,AppointmentResponse,I,,DomainResource,"A reply to an appointment request for a patient and/or practitioner(s), such as a confirmation or rejectionEither the participantType or actor must be specified"
AppointmentResponse,AppointmentResponse.identifier,identifier,Σ,0..*,Identifier,External Ids for this item
AppointmentResponse,AppointmentResponse.appointment,appointment,Σ,1..1,Reference(Appointment),Appointment this response relates to
AppointmentResponse,AppointmentResponse.start,start,,0..1,instant,"Time from appointment, or requested new start time"
AppointmentResponse,AppointmentResponse.end,end,,0..1,instant,"Time from appointment, or requested new end time"
AppointmentResponse,AppointmentResponse.participantType,participantType,Σ,0..*,CodeableConcept,Role of participant in the appointmentParticipantType (Required)
AppointmentResponse,AppointmentResponse.actor,actor,Σ,0..1,Reference(Patient | Practitioner | RelatedPerson | Device | HealthcareService | Location),"Person, Location/HealthcareService or Device"
AppointmentResponse,AppointmentResponse.participantStatus,participantStatus,?! Σ,1..1,code,accepted | declined | tentative | in-process | completed | needs-actionParticipantStatus (Required)
AppointmentResponse,AppointmentResponse.comment,comment,,0..1,string,Additional comments
AuditEvent,AuditEvent.id,id,Σ,0..1,id,Logical id of this artifact
AuditEvent,AuditEvent.meta,meta,Σ,0..1,Meta,Metadata about the resource
AuditEvent,AuditEvent.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
AuditEvent,AuditEvent.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
AuditEvent,AuditEvent.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
AuditEvent,AuditEvent.contained,contained,,0..*,Resource,"Contained, inline Resources"
AuditEvent,AuditEvent.extension,extension,,0..*,Extension,Additional Content defined by implementations
AuditEvent,AuditEvent.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
AuditEvent,AuditEvent,AuditEvent,,,DomainResource,Event record kept for security purposes
AuditEvent,AuditEvent.event,event,,1..1,BackboneElement,What was done
AuditEvent,AuditEvent.event.type,type,Σ,1..1,Coding,Type/identifier of eventAudit Event ID (Extensible)
AuditEvent,AuditEvent.event.subtype,subtype,Σ,0..*,Coding,More specific type/id for the eventAudit Event Sub-Type (Extensible)
AuditEvent,AuditEvent.event.action,action,Σ,0..1,code,Type of action performed during the eventAuditEventAction (Required)
AuditEvent,AuditEvent.event.dateTime,dateTime,Σ,1..1,instant,Time when the event occurred on source
AuditEvent,AuditEvent.event.outcome,outcome,Σ,0..1,code,Whether the event succeeded or failedAuditEventOutcome (Required)
AuditEvent,AuditEvent.event.outcomeDesc,outcomeDesc,Σ,0..1,string,Description of the event outcome
AuditEvent,AuditEvent.event.purposeOfEvent,purposeOfEvent,Σ,0..*,Coding,The purposeOfUse of the eventPurposeOfUse (Extensible)
AuditEvent,AuditEvent.participant,participant,,1..*,BackboneElement,"A person, a hardware device or software process"
AuditEvent,AuditEvent.participant.role,role,,0..*,CodeableConcept,User roles (e.g. local RBAC codes)Audit Active Participant Role ID Code (Extensible)
AuditEvent,AuditEvent.participant.reference,reference,Σ,0..1,Reference(Practitioner | Organization | Device | Patient | RelatedPerson),Direct reference to resource
AuditEvent,AuditEvent.participant.userId,userId,Σ,0..1,Identifier,Unique identifier for the user
AuditEvent,AuditEvent.participant.altId,altId,,0..1,string,Alternative User id e.g. authentication
AuditEvent,AuditEvent.participant.name,name,,0..1,string,Human-meaningful name for the user
AuditEvent,AuditEvent.participant.requestor,requestor,,1..1,boolean,Whether user is initiator
AuditEvent,AuditEvent.participant.location,location,,0..1,Reference(Location),Where
AuditEvent,AuditEvent.participant.policy,policy,,0..*,uri,Policy that authorized event
AuditEvent,AuditEvent.participant.media,media,,0..1,Coding,Type of mediaMedia Type Code (Extensible)
AuditEvent,AuditEvent.participant.network,network,,0..1,BackboneElement,Logical network location for application activity
AuditEvent,AuditEvent.participant.network.address,address,,0..1,string,Identifier for the network access point of the user device
AuditEvent,AuditEvent.participant.network.type,type,,0..1,code,The type of network access pointAuditEventParticipantNetworkType (Required)
AuditEvent,AuditEvent.participant.purposeOfUse,purposeOfUse,,0..*,Coding,Reason given for this userPurposeOfUse (Extensible)
AuditEvent,AuditEvent.source,source,,1..1,BackboneElement,Application systems and processes
AuditEvent,AuditEvent.source.site,site,,0..1,string,Logical source location within the enterprise
AuditEvent,AuditEvent.source.identifier,identifier,Σ,1..1,Identifier,The identity of source detecting the event
AuditEvent,AuditEvent.source.type,type,,0..*,Coding,The type of source where event originatedAudit Event Source Type (Extensible)
AuditEvent,AuditEvent.object,object,I,0..*,BackboneElement,Specific instances of data or objects that have been accessedEither a name or a query (NOT both)
AuditEvent,AuditEvent.object.identifier,identifier,Σ,0..1,Identifier,Specific instance of object (e.g. versioned)
AuditEvent,AuditEvent.object.reference,reference,Σ,0..1,Reference(Any),Specific instance of resource (e.g. versioned)
AuditEvent,AuditEvent.object.type,type,,0..1,Coding,Type of object involvedAuditEventObjectType (Extensible)
AuditEvent,AuditEvent.object.role,role,,0..1,Coding,What role the Object playedAuditEventObjectRole (Extensible)
AuditEvent,AuditEvent.object.lifecycle,lifecycle,,0..1,Coding,Life-cycle stage for the objectAuditEventObjectLifecycle (Extensible)
AuditEvent,AuditEvent.object.securityLabel,securityLabel,,0..*,Coding,Security labels applied to the objectAll Security Labels (Extensible)
AuditEvent,AuditEvent.object.name,name,Σ I,0..1,string,Instance-specific descriptor for Object
AuditEvent,AuditEvent.object.description,description,,0..1,string,Descriptive text
AuditEvent,AuditEvent.object.query,query,Σ I,0..1,base64Binary,Actual query for object
AuditEvent,AuditEvent.object.detail,detail,,0..*,BackboneElement,Additional Information about the Object
AuditEvent,AuditEvent.object.detail.type,type,,1..1,string,Name of the property
AuditEvent,AuditEvent.object.detail.value,value,,1..1,base64Binary,Property value
Basic,Basic.id,id,Σ,0..1,id,Logical id of this artifact
Basic,Basic.meta,meta,Σ,0..1,Meta,Metadata about the resource
Basic,Basic.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
Basic,Basic.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
Basic,Basic.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
Basic,Basic.contained,contained,,0..*,Resource,"Contained, inline Resources"
Basic,Basic.extension,extension,,0..*,Extension,Additional Content defined by implementations
Basic,Basic.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
Basic,Basic,Basic,Σ,,DomainResource,Resource for non-supported content
Basic,Basic.identifier,identifier,Σ,0..*,Identifier,Business identifier
Basic,Basic.code,code,?! Σ,1..1,CodeableConcept,Kind of ResourceBasic Resource Types (Example)
Basic,Basic.subject,subject,Σ,0..1,Reference(Any),Identifies the focus of this resource
Basic,Basic.author,author,Σ,0..1,Reference(Practitioner | Patient | RelatedPerson),Who created
Basic,Basic.created,created,Σ,0..1,date,When created
Binary,Binary.id,id,Σ,0..1,id,Logical id of this artifact
Binary,Binary.meta,meta,Σ,0..1,Meta,Metadata about the resource
Binary,Binary.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
Binary,Binary.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
Binary,Binary.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
Binary,Binary.contained,contained,,0..*,Resource,"Contained, inline Resources"
Binary,Binary.extension,extension,,0..*,Extension,Additional Content defined by implementations
Binary,Binary.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
Binary,Binary,Binary,Σ,,Resource,Pure binary content defined by some other format than FHIR
Binary,Binary.contentType,contentType,Σ,1..1,code,MimeType of the binary contentMimeType  (Required)
Binary,Binary.content,content,Σ,1..1,base64Binary,The actual content
BodySite,BodySite.id,id,Σ,0..1,id,Logical id of this artifact
BodySite,BodySite.meta,meta,Σ,0..1,Meta,Metadata about the resource
BodySite,BodySite.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
BodySite,BodySite.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
BodySite,BodySite.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
BodySite,BodySite.contained,contained,,0..*,Resource,"Contained, inline Resources"
BodySite,BodySite.extension,extension,,0..*,Extension,Additional Content defined by implementations
BodySite,BodySite.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
BodySite,BodySite,BodySite,,,DomainResource,Specific and identified anatomical location
BodySite,BodySite.patient,patient,Σ,1..1,Reference(Patient),Patient
BodySite,BodySite.identifier,identifier,Σ,0..*,Identifier,Bodysite identifier
BodySite,BodySite.code,code,Σ,0..1,CodeableConcept,Named anatomical locationSNOMED CT Body Structures (Example)
BodySite,BodySite.modifier,modifier,,0..*,CodeableConcept,Modification to location codeBodysite Location Modifier (Example)
BodySite,BodySite.description,description,Σ,0..1,string,The Description of anatomical location
BodySite,BodySite.image,image,,0..*,Attachment,Attached images
Bundle,Bundle.id,id,Σ,0..1,id,Logical id of this artifact
Bundle,Bundle.meta,meta,Σ,0..1,Meta,Metadata about the resource
Bundle,Bundle.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
Bundle,Bundle.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
Bundle,Bundle.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
Bundle,Bundle.contained,contained,,0..*,Resource,"Contained, inline Resources"
Bundle,Bundle.extension,extension,,0..*,Extension,Additional Content defined by implementations
Bundle,Bundle.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
Bundle,Bundle,Bundle,Σ I,,Resource,"Contains a collection of resourcesentry.search only when a searchtotal only when a search or historyFullUrl must be unique in a bundle, or else entries with the same fullUrl must have different meta.versionIdentry.request only for some types of bundlesentry.response only for some types of bundles"
Bundle,Bundle.type,type,Σ,1..1,code,document | message | transaction | transaction-response | batch | batch-response | history | searchset | collectionBundleType (Required)
Bundle,Bundle.total,total,Σ I,0..1,unsignedInt,"If search, the total number of matches"
Bundle,Bundle.link,link,Σ,0..*,BackboneElement,Links related to this Bundle
Bundle,Bundle.link.relation,relation,Σ,1..1,string,http://www.iana.org/assignments/link-relations/link-relations.xhtml
Bundle,Bundle.link.url,url,Σ,1..1,uri,Reference details for the link
Bundle,Bundle.entry,entry,Σ I,0..*,BackboneElement,"Entry in the bundle - will have a resource, or informationmust be a resource unless there's a request or responseThe fullUrl element must be present when a resource is present, and not present otherwise"
Bundle,Bundle.entry.link,link,Σ,0..*,see link,Links related to this entry
Bundle,Bundle.entry.fullUrl,fullUrl,Σ,0..1,uri,"Absolute URL for resource (server address, or UUID/OID)"
Bundle,Bundle.entry.resource,resource,Σ,0..1,Resource,A resource in the bundle
Bundle,Bundle.entry.search,search,Σ I,0..1,BackboneElement,Search related information
Bundle,Bundle.entry.search.mode,mode,Σ,0..1,code,match | include | outcome - why this is in the result setSearchEntryMode (Required)
Bundle,Bundle.entry.search.score,score,Σ,0..1,decimal,Search ranking (between 0 and 1)
Bundle,Bundle.entry.request,request,Σ I,0..1,BackboneElement,Transaction Related Information
Bundle,Bundle.entry.request.method,method,Σ,1..1,code,GET | POST | PUT | DELETEHTTPVerb (Required)
Bundle,Bundle.entry.request.url,url,Σ,1..1,uri,URL for HTTP equivalent of this entry
Bundle,Bundle.entry.request.ifNoneMatch,ifNoneMatch,Σ,0..1,string,For managing cache currency
Bundle,Bundle.entry.request.ifModifiedSince,ifModifiedSince,Σ,0..1,instant,For managing update contention
Bundle,Bundle.entry.request.ifMatch,ifMatch,Σ,0..1,string,For managing update contention
Bundle,Bundle.entry.request.ifNoneExist,ifNoneExist,Σ,0..1,string,For conditional creates
Bundle,Bundle.entry.response,response,Σ I,0..1,BackboneElement,Transaction Related Information
Bundle,Bundle.entry.response.status,status,Σ,1..1,string,Status return code for entry
Bundle,Bundle.entry.response.location,location,Σ,0..1,uri,"The location, if the operation returns a location"
Bundle,Bundle.entry.response.etag,etag,Σ,0..1,string,The etag for the resource (if relevant)
Bundle,Bundle.entry.response.lastModified,lastModified,Σ,0..1,instant,Server's date time modified
Bundle,Bundle.signature,signature,Σ,0..1,Signature,Digital Signature
CarePlan,CarePlan.id,id,Σ,0..1,id,Logical id of this artifact
CarePlan,CarePlan.meta,meta,Σ,0..1,Meta,Metadata about the resource
CarePlan,CarePlan.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
CarePlan,CarePlan.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
CarePlan,CarePlan.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
CarePlan,CarePlan.contained,contained,,0..*,Resource,"Contained, inline Resources"
CarePlan,CarePlan.extension,extension,,0..*,Extension,Additional Content defined by implementations
CarePlan,CarePlan.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
CarePlan,CarePlan,CarePlan,,,DomainResource,Healthcare plan for patient or group
CarePlan,CarePlan.identifier,identifier,Σ,0..*,Identifier,External Ids for this plan
CarePlan,CarePlan.subject,subject,Σ,0..1,Reference(Patient | Group),Who care plan is for
CarePlan,CarePlan.status,status,?! Σ,1..1,code,proposed | draft | active | completed | cancelledCarePlanStatus (Required)
CarePlan,CarePlan.context,context,Σ,0..1,Reference(Encounter | EpisodeOfCare),Created in context of
CarePlan,CarePlan.period,period,Σ,0..1,Period,Time period plan covers
CarePlan,CarePlan.author,author,Σ,0..*,Reference(Patient | Practitioner | RelatedPerson | Organization),Who is responsible for contents of the plan
CarePlan,CarePlan.modified,modified,Σ,0..1,dateTime,When last updated
CarePlan,CarePlan.category,category,Σ,0..*,CodeableConcept,Type of planCare Plan Category (Example)
CarePlan,CarePlan.description,description,Σ,0..1,string,Summary of nature of plan
CarePlan,CarePlan.addresses,addresses,Σ,0..*,Reference(Condition),Health issues this plan addresses
CarePlan,CarePlan.support,support,,0..*,Reference(Any),Information considered as part of plan
CarePlan,CarePlan.relatedPlan,relatedPlan,,0..*,BackboneElement,Plans related to this one
CarePlan,CarePlan.relatedPlan.code,code,,0..1,code,includes | replaces | fulfillsCarePlanRelationship (Required)
CarePlan,CarePlan.relatedPlan.plan,plan,,1..1,Reference(CarePlan),Plan relationship exists with
CarePlan,CarePlan.participant,participant,,0..*,BackboneElement,Who's involved in plan?
CarePlan,CarePlan.participant.role,role,,0..1,CodeableConcept,Type of involvementParticipant Roles (Example)
CarePlan,CarePlan.participant.member,member,,0..1,Reference(Practitioner | RelatedPerson | Patient | Organization),Who is involved
CarePlan,CarePlan.goal,goal,,0..*,Reference(Goal),Desired outcome of plan
CarePlan,CarePlan.activity,activity,I,0..*,BackboneElement,"Action to occur as part of planProvide a reference or detail, not both"
CarePlan,CarePlan.activity.actionResulting,actionResulting,,0..*,Reference(Any),"Appointments, orders, etc."
CarePlan,CarePlan.activity.progress,progress,,0..*,Annotation,Comments about the activity status/progress
CarePlan,CarePlan.activity.reference,reference,I,0..1,Reference(Appointment | CommunicationRequest | DeviceUseRequest | DiagnosticOrder | MedicationOrder | NutritionOrder | Order | ProcedureRequest | ProcessRequest | ReferralRequest | SupplyRequest | VisionPrescription),Activity details defined in specific resource
CarePlan,CarePlan.activity.detail,detail,I,0..1,BackboneElement,In-line definition of activity
CarePlan,CarePlan.activity.detail.category,category,,0..1,CodeableConcept,diet | drug | encounter | observation | procedure | supply | otherCarePlanActivityCategory (Example)
CarePlan,CarePlan.activity.detail.code,code,,0..1,CodeableConcept,Detail type of activityCare Plan Activity (Example)
CarePlan,CarePlan.activity.detail.reasonCode,reasonCode,,0..*,CodeableConcept,Why activity should be doneActivity Reason (Example)
CarePlan,CarePlan.activity.detail.reasonReference,reasonReference,,0..*,Reference(Condition),Condition triggering need for activity
CarePlan,CarePlan.activity.detail.goal,goal,,0..*,Reference(Goal),Goals this activity relates to
CarePlan,CarePlan.activity.detail.status,status,?!,0..1,code,not-started | scheduled | in-progress | on-hold | completed | cancelledCarePlanActivityStatus (Required)
CarePlan,CarePlan.activity.detail.statusReason,statusReason,,0..1,CodeableConcept,Reason for current statusGoalStatusReason (Example)
CarePlan,CarePlan.activity.detail.prohibited,prohibited,?!,1..1,boolean,Do NOT do
CarePlan,CarePlan.activity.detail.scheduled[x],scheduled[x],,0..1,,When activity is to occur
CarePlan,CarePlan.activity.detail.scheduledTiming,scheduledTiming,,,Timing,
CarePlan,CarePlan.activity.detail.scheduledPeriod,scheduledPeriod,,,Period,
CarePlan,CarePlan.activity.detail.scheduledString,scheduledString,,,string,
CarePlan,CarePlan.activity.detail.location,location,,0..1,Reference(Location),Where it should happen
CarePlan,CarePlan.activity.detail.performer,performer,,0..*,Reference(Practitioner | Organization | RelatedPerson | Patient),Who will be responsible?
CarePlan,CarePlan.activity.detail.product[x],product[x],,0..1,,What is to be administered/suppliedSNOMED CT Medication Codes (Example)
CarePlan,CarePlan.activity.detail.productCodeableConcept,productCodeableConcept,,,CodeableConcept,
CarePlan,CarePlan.activity.detail.productReference,productReference,,,Reference(Medication | Substance),
CarePlan,CarePlan.activity.detail.dailyAmount,dailyAmount,,0..1,SimpleQuantity,How to consume/day?
CarePlan,CarePlan.activity.detail.quantity,quantity,,0..1,SimpleQuantity,How much to administer/supply/consume
CarePlan,CarePlan.activity.detail.description,description,,0..1,string,Extra info describing activity to perform
CarePlan,CarePlan.note,note,,0..1,Annotation,Comments about the plan
Claim,Claim.id,id,Σ,0..1,id,Logical id of this artifact
Claim,Claim.meta,meta,Σ,0..1,Meta,Metadata about the resource
Claim,Claim.implicitRules,implicitRules,?! Σ,0..1,uri,A set of rules under which this content was created
Claim,Claim.language,language,,0..1,code,Language of the resource contentLanguage  (Required)
Claim,Claim.text,text,I,0..1,Narrative,"Text summary of the resource, for human interpretation"
Claim,Claim.contained,contained,,0..*,Resource,"Contained, inline Resources"
Claim,Claim.extension,extension,,0..*,Extension,Additional Content defined by implementations
Claim,Claim.modifierExtension,modifierExtension,?!,0..*,Extension,Extensions that cannot be ignored
Claim,Claim,Claim,Σ,,DomainResource,"Claim, Pre-determination or Pre-authorization"
Claim,Claim.type,type,Σ,1..1,code,institutional | oral | pharmacy | professional | visionClaimType (Required)
Claim,Claim.identifier,identifier,Σ,0..*,Identifier,Claim number
Claim,Claim.ruleset,ruleset,Σ,0..1,Coding,Current specification followedRuleset Codes (Example)
Claim,Claim.originalRuleset,originalRuleset,Σ,0..1,Coding,Original specification followedRuleset Codes (Example)
Claim,Claim.created,created,Σ,0..1,dateTime,Creation date
Claim,Claim.target,target,Σ,0..1,Reference(Organization),Insurer
Claim,Claim.provider,provider,Σ,0..1,Reference(Practitioner),Responsible provider
Claim,Claim.organization,organization,Σ,0..1,Reference(Organization),Responsible organization
Claim,Claim.use,use,Σ,0..1,code,complete | proposed | exploratory | otherUse (Required)
Claim,Claim.priority,priority,Σ,0..1,Coding,Desired processing priorityPriority Codes (Example)
Claim,Claim.fundsReserve,fundsReserve,Σ,0..1,Coding,Funds requested to be reservedFunds Reservation Codes (Example)
Claim,Claim.enterer,enterer,Σ,0..1,Reference(Practitioner),Author
Claim,Claim.facility,facility,Σ,0..1,Reference(Location),Servicing Facility
Claim,Claim.prescription,prescription,Σ,0..1,Reference(MedicationOrder | VisionPrescription),Prescription
Claim,Claim.originalPrescription,originalPrescription,Σ,0..1,Reference(MedicationOrder),Original Prescription
Claim,Claim.payee,payee,Σ,0..1,BackboneElement,Payee
Claim,Claim.payee.type,type,Σ,0..1,Coding,Party to be paid any benefits payablePayee Type Codes (Example)
Claim,Claim.payee.provider,provider,Σ,0..1,Reference(Practitioner),Provider who is the payee
Claim,Claim.payee.organization,organization,Σ,0..1,Reference(Organization),Organization who is the payee
Claim,Claim.payee.person,person,Σ,0..1,Reference(Patient),Other person who is the payee
Claim,Claim.referral,referral,Σ,0..1,Reference(ReferralRequest),Treatment Referral
Claim,Claim.diagnosis,diagnosis,Σ,0..*,BackboneElement,Diagnosis
Claim,Claim.diagnosis.sequence,sequence,Σ,1..1,positiveInt,Sequence of diagnosis
Claim,Claim.diagnosis.diagnosis,diagnosis,Σ,1..1,Coding,Patient's list of diagnosisICD-10 Codes (Example)
Claim,Claim.condition,condition,Σ,0..*,Coding,List of presenting ConditionsConditions Codes (Example)
Claim,Claim.patient,patient,Σ,1..1,Reference(Patient),The subject of the Products and Services
Claim,Claim.coverage,coverage,Σ,0..*,BackboneElement,Insurance or medical plan
Claim,Claim.coverage.sequence,sequence,Σ,1..1,positiveInt,Service instance identifier
Claim,Claim.coverage.focal,focal,Σ,1..1,boolean,The focal Coverage
Claim,Claim.coverage.coverage,coverage,Σ,1..1,Reference(Coverage),Insurance information
